user_id,variant,sessions_14d,retained_30d,revenue_30d,platform
u001487,control,4,1,19.19,android
u001488,control,13,1,52.49,ios
u001489,control,7,1,79.82,web
u001490,control,8,0,103.94,web
u001491,control,5,0,22.69,ios
u001492,control,8,1,54.68,ios
u001493,control,8,1,48.53,ios
u001494,control,6,1,21.26,ios
u001495,control,10,1,34.63,web
u001496,control,8,1,48.01,ios
u001497,control,9,1,55.6,web
u001498,control,10,1,43.33,ios
u001499,control,12,0,33.38,web
u001500,control,9,0,71.22,ios
u001501,control,7,1,25.78,web
u001502,control,12,0,66.68,web
u001503,control,9,0,18.32,web
u001504,control,13,1,77.51,ios
u001505,control,14,0,43.81,web
u001506,control,12,0,78.61,web
u001507,control,12,0,41.1,android
u001508,control,12,1,162.23,web
u001509,control,5,1,10.81,ios
u001510,control,10,1,45.69,android
u001511,control,4,1,10.88,ios
u001512,control,10,1,30.43,ios
u001513,control,4,0,19.97,web
u001514,control,8,1,30.15,ios
u001515,control,12,1,43.32,web
u001516,control,7,1,39.03,web
u001517,control,8,1,38.41,android
u001518,control,6,1,31.01,web
u001519,control,11,1,48.59,ios
u001520,control,12,1,49.96,web
u001521,control,14,0,40.71,ios
u001522,control,8,1,17.95,android
u001523,control,5,1,37.19,ios
u001524,control,10,1,31.38,web
u001525,control,5,1,20.97,web
u001526,control,4,1,21.72,android
u001527,control,9,1,28.97,android
u001528,control,4,0,27.34,ios
u001529,control,8,0,35.16,web
u001530,control,9,1,33.09,android
u001531,control,10,0,38.75,android
u001532,control,6,0,14.39,android
u001533,control,3,1,27.76,android
u001534,control,10,1,14.23,ios
u001535,control,6,1,24.81,web
u001536,control,3,0,8.36,ios
u001537,control,10,0,75.9,android
u001538,control,7,1,28.14,android
u001539,control,5,0,19.11,ios
u001540,control,8,1,30.56,web
u001541,control,11,0,38.14,android
u001542,control,10,0,92.49,android
u001543,control,7,1,24.82,ios
u001544,control,10,1,57.09,android
u001545,control,7,1,81.5,android
u001546,control,8,0,33.96,ios
u001547,control,7,0,40.83,web
u001548,control,7,1,29.04,android
u001549,control,5,1,19.68,ios
u001550,control,6,1,38.72,android
u001551,control,9,0,34.53,android
u001552,control,7,1,26.06,web
u001553,control,7,0,69.25,ios
u001554,control,4,1,16.72,android
u001555,control,9,1,23.84,ios
u001556,control,15,1,44.55,web
u001557,control,7,1,29.38,android
u001558,control,8,1,60.13,web
u001559,control,7,0,26.64,android
u001560,control,8,0,25.69,ios
u001561,control,10,1,27.58,web
u001562,control,13,0,137.34,ios
u001563,control,6,1,45.47,android
u001564,control,13,1,21.16,web
u001565,control,6,1,40.78,web
u001566,control,9,1,21.56,ios
u001567,control,16,1,48.68,ios
u001568,control,7,0,23.44,web
u001569,control,7,1,16.63,ios
u001570,control,6,1,30.21,ios
u001571,control,12,1,29.79,web
u001572,control,6,1,29.21,web
u001573,control,8,0,12.77,ios
u001574,control,5,0,28.48,web
u001575,control,7,1,40.23,web
u001576,control,5,1,22.87,web
u001577,control,9,1,69.44,web
u001578,control,4,1,15.73,android
u001579,control,2,0,5.97,ios
u001580,control,4,1,37.61,android
u001581,control,8,1,29.12,android
u001582,control,8,1,66.01,ios
u001583,control,8,0,46.19,android
u001584,control,9,1,40.7,android
u001585,control,8,1,48.7,ios
u001586,control,5,1,22.19,web
u001587,control,11,1,24.04,web
u001588,control,6,1,28.99,web
u001589,control,9,1,23.36,android
u001590,control,10,1,65.46,web
u001591,control,5,1,26.53,android
u001592,control,9,0,46.68,ios
u001593,control,5,1,14.41,android
u001594,control,6,1,47.05,ios
u001595,control,15,1,91.08,web
u001596,control,8,1,26.39,android
u001597,control,10,1,77.27,android
u001598,control,7,1,40.15,ios
u001599,control,8,1,17.38,ios
u001600,control,8,0,34.56,android
u001601,control,12,0,55.73,web
u001602,control,8,1,49.92,android
u001603,control,4,1,18.8,android
u001604,control,4,1,11.81,web
u001605,control,19,1,118.16,android
u001606,control,5,0,15.06,web
u001607,control,9,0,15.9,web
u001608,control,6,1,10.59,ios
u001609,control,9,0,42.19,android
u001610,control,11,0,19.9,ios
u001611,control,5,1,17.89,android
u001612,control,5,1,18.83,ios
u001613,control,2,1,13.88,web
u001614,control,11,0,45.48,web
u001615,control,7,1,53.98,ios
u001616,control,11,1,44.85,web
u001617,control,11,1,104.04,ios
u001618,control,9,0,31.19,android
u001619,control,18,0,84.64,android
u001620,control,5,1,36.89,android
u001621,control,6,1,39.9,web
u001622,control,8,1,37.23,android
u001623,control,11,1,52.11,android
u001624,control,10,1,118.23,web
u001625,control,7,1,32.92,android
u001626,control,10,1,33.78,ios
u001627,control,7,1,32.16,android
u001628,control,12,1,45.52,android
u001629,control,3,1,12.61,web
u001630,control,8,0,42.8,ios
u001631,control,10,0,16.66,android
u001632,control,2,0,20.4,ios
u001633,control,8,1,57.92,android
u001634,control,14,1,38.35,ios
u001635,control,7,1,63.1,ios
u001636,control,4,0,11.38,ios
u001637,control,6,1,41.66,android
u001638,control,5,1,26.88,ios
u001639,control,8,1,39.97,web
u001640,control,4,1,9.24,android
u001641,control,5,0,12.26,ios
u001642,control,7,1,16.25,web
u001643,control,8,1,16.45,ios
u001644,control,9,1,63.11,android
u001645,control,11,1,35.23,android
u001646,control,8,1,44.71,android
u001647,control,6,1,14.11,android
u001648,control,12,0,71.54,android
u001649,control,3,1,21.77,android
u001650,control,5,1,26.75,android
u001651,control,4,1,35.79,web
u001652,control,7,0,31.97,web
u001653,control,10,1,16.58,ios
u001654,control,14,1,80.84,ios
u001655,control,15,1,71.27,ios
u001656,control,7,1,29.62,ios
u001657,control,7,1,29.52,android
u001658,control,13,0,69.69,web
u001659,control,9,1,36.43,android
u001660,control,5,1,23.84,ios
u001661,control,8,1,18.67,web
u001662,control,7,0,27.24,ios
u001663,control,9,0,69.58,web
u001664,control,11,1,50.63,ios
u001665,control,7,1,17.02,web
u001666,control,11,0,56.38,ios
u001667,control,7,1,26.88,android
u001668,control,12,0,226.81,web
u001669,control,5,1,14.44,android
u001670,control,6,1,21.83,ios
u001671,control,9,0,32.47,android
u001672,control,5,1,11.94,ios
u001673,control,7,1,14.8,ios
u001674,control,5,1,21.17,ios
u001675,control,8,0,31.97,web
u001676,control,5,0,80.82,web
u001677,control,5,1,21.48,web
u001678,control,10,1,95.25,web
u001679,control,7,0,34.79,web
u001680,control,10,1,32.88,web
u001681,control,5,0,45.26,ios
u001682,control,12,1,32.85,web
u001683,control,12,1,72.99,android
u001684,control,9,1,27.72,android
u001685,control,8,1,48.25,ios
u001686,control,6,0,56.72,ios
u001687,control,6,1,20.3,ios
u001688,control,8,0,20.86,ios
u001689,control,8,1,39.27,android
u001690,control,10,0,42.5,android
u001691,control,12,1,94.11,ios
u001692,control,5,0,24.18,ios
u001693,control,6,0,32.32,android
u001694,control,6,1,39.43,ios
u001695,control,9,0,31.05,ios
u001696,control,7,0,15.01,web
u001697,control,5,1,14.88,android
u001698,control,9,1,22.89,web
u001699,control,6,0,32.07,ios
u001700,control,7,1,33.73,web
u001701,control,7,0,27.88,ios
u001702,control,7,1,16.28,web
u001703,control,10,0,143.09,ios
u001704,control,13,0,43.84,ios
u001705,control,7,0,41.23,ios
u001706,control,8,0,51.89,web
u001707,control,15,0,84.06,android
u001708,control,6,0,64.59,web
u001709,control,5,1,21.26,android
u001710,control,9,0,26.77,ios
u001711,control,8,1,30.46,android
u001712,control,6,1,22.74,ios
u001713,control,8,1,55.46,ios
u001714,control,8,1,51.68,web
u001715,control,9,1,23.04,web
u001716,control,6,1,52.83,web
u001717,control,12,0,97.06,android
u001718,control,9,1,24.98,android
u001719,control,11,0,58.01,android
u001720,control,12,1,44.09,ios
u001721,control,9,0,61.16,ios
u001722,control,10,1,27.17,ios
u001723,control,7,1,16.03,android
u001724,control,14,0,45.51,ios
u001725,control,8,0,20.88,android
u001726,control,11,1,34.02,ios
u001727,control,7,0,71.12,web
u001728,control,9,0,42.79,android
u001729,control,2,1,12.77,ios
u001730,control,9,1,58.2,web
u001731,control,8,1,37.68,ios
u001732,control,7,0,38.64,ios
u001733,control,12,0,42.58,ios
u001734,control,4,1,10.5,ios
u001735,control,9,1,91.13,ios
u001736,control,9,0,78.0,web
u001737,control,11,0,101.46,web
u001738,control,7,0,44.53,web
u001739,control,6,0,29.4,web
u001740,control,10,1,65.62,ios
u001741,control,7,1,20.3,web
u001742,control,9,1,77.29,ios
u001743,control,7,1,68.0,web
u001744,control,9,1,30.96,web
u001745,control,7,1,30.91,android
u001746,control,13,1,47.79,ios
u001747,control,7,0,40.25,web
u001748,control,12,1,110.53,web
u001749,control,8,1,46.68,android
u001750,control,7,0,16.26,android
u001751,control,10,1,109.51,ios
u001752,control,8,1,34.82,web
u001753,control,7,1,89.82,android
u001754,control,10,0,36.4,web
u001755,control,8,1,41.78,ios
u001756,control,12,1,45.25,web
u001757,control,8,0,53.38,ios
u001758,control,8,1,23.34,ios
u001759,control,8,0,47.58,ios
u001760,control,9,0,29.92,web
u001761,control,10,1,21.72,ios
u001762,control,7,0,16.86,android
u001763,control,9,0,36.38,web
u001764,control,11,1,62.84,android
u001765,control,7,0,35.3,ios
u001766,control,6,0,42.6,web
u001767,control,9,1,38.02,ios
u001768,control,10,0,40.89,ios
u001769,control,11,0,38.93,android
u001770,control,3,0,8.82,android
u001771,control,7,1,22.11,ios
u001772,control,7,1,36.57,web
u001773,control,7,0,19.68,android
u001774,control,9,1,33.11,ios
u001775,control,11,1,23.59,ios
u001776,control,8,0,27.69,android
u001777,control,7,0,31.63,web
u001778,control,8,1,36.93,android
u001779,control,11,1,40.55,android
u001780,control,10,1,33.21,web
u001781,control,8,0,41.81,web
u001782,control,8,0,28.59,android
u001783,control,9,1,84.76,ios
u001784,control,12,1,63.16,ios
u001785,control,8,1,82.32,web
u001786,control,7,0,40.31,web
u001787,control,5,1,27.92,ios
u001788,control,8,1,28.83,web
u001789,control,4,1,15.12,web
u001790,control,3,1,27.23,android
u001791,control,6,1,33.23,android
u001792,control,9,1,63.63,ios
u001793,control,8,1,68.01,android
u001794,control,10,1,28.96,ios
u001795,control,9,1,44.61,android
u001796,control,5,1,18.25,ios
u001797,control,5,0,27.39,ios
u001798,control,9,0,17.84,ios
u001799,control,14,1,25.07,ios
u001800,control,11,0,53.86,android
u001801,control,7,1,25.53,web
u001802,control,9,0,62.51,android
u001803,control,7,0,31.05,ios
u001804,control,7,0,22.9,android
u001805,control,2,1,39.06,android
u001806,control,7,1,77.64,android
u001807,control,7,0,30.6,web
u001808,control,3,1,24.2,ios
u001809,control,11,0,83.41,android
u001810,control,9,1,30.33,android
u001811,control,8,0,87.95,android
u001812,control,12,0,39.37,ios
u001813,control,13,1,39.21,web
u001814,control,6,1,31.16,web
u001815,control,8,1,26.72,web
u001816,control,5,1,39.72,android
u001817,control,6,1,24.28,ios
u001818,control,5,0,16.4,android
u001819,control,4,0,40.01,ios
u001820,control,7,1,53.77,ios
u001821,control,7,1,26.13,ios
u001822,control,5,1,36.19,android
u001823,control,8,0,19.75,web
u001824,control,15,0,94.51,ios
u001825,control,6,1,31.14,android
u001826,control,6,1,24.13,web
u001827,control,10,1,75.33,android
u001828,control,10,1,135.22,web
u001829,control,7,0,34.09,android
u001830,control,7,0,69.67,ios
u001831,control,9,1,21.41,web
u001832,control,5,1,37.16,android
u001833,control,7,1,12.72,web
u001834,control,9,1,99.99,web
u001835,control,7,1,31.47,ios
u001836,control,13,1,55.35,ios
u001837,control,6,1,24.91,ios
u001838,control,9,1,32.92,android
u001839,control,7,1,65.63,android
u001840,control,11,1,50.76,web
u001841,control,6,1,32.29,android
u001842,control,10,1,49.84,ios
u001843,control,8,1,32.89,web
u001844,control,8,1,30.65,ios
u001845,control,8,1,57.11,ios
u001846,control,7,1,25.3,web
u001847,control,9,0,52.85,web
u001848,control,10,0,38.72,web
u001849,control,3,0,10.17,ios
u001850,control,10,1,40.24,android
u001851,control,5,1,23.59,web
u001852,control,10,1,35.39,web
u001853,control,10,0,30.45,android
u001854,control,8,1,31.86,ios
u001855,control,9,0,33.08,ios
u001856,control,13,1,114.4,ios
u001857,control,5,1,25.56,android
u001858,control,5,1,19.19,android
u001859,control,14,1,69.54,android
u001860,control,12,1,37.3,web
u001861,control,10,1,26.4,android
u001862,control,14,0,55.86,android
u001863,control,6,0,23.57,android
u001864,control,7,0,57.96,ios
u001865,control,5,1,42.74,ios
u001866,control,6,1,46.21,web
u001867,control,9,1,55.65,web
u001868,control,14,1,56.16,ios
u001869,control,11,1,121.35,ios
u001870,control,12,0,43.11,ios
u001871,control,12,1,137.05,android
u001872,control,7,1,23.27,web
u001873,control,9,1,60.9,android
u001874,control,4,1,32.69,ios
u001875,control,11,1,33.02,ios
u001876,control,7,0,81.8,android
u001877,control,8,1,31.88,ios
u001878,control,6,0,9.94,web
u001879,control,7,1,23.14,ios
u001880,control,2,1,6.67,web
u001881,control,4,1,24.52,android
u001882,control,7,0,36.4,ios
u001883,control,6,1,21.36,web
u001884,control,5,0,21.1,ios
u001885,control,9,0,14.8,web
u001886,control,5,0,31.41,web
u001887,control,7,1,21.3,android
u001888,control,8,1,7.18,ios
u001889,control,6,1,16.71,web
u001890,control,10,1,29.55,android
u001891,control,8,1,39.84,web
u001892,control,5,0,27.21,ios
u001893,control,7,0,39.14,android
u001894,control,8,0,61.51,ios
u001895,control,4,0,27.42,ios
u001896,control,10,1,60.82,ios
u001897,control,10,0,26.59,web
u001898,control,5,1,17.44,android
u001899,control,6,0,14.16,web
u001900,control,6,1,9.47,ios
u001901,control,13,0,135.94,ios
u001902,control,11,1,30.94,web
u001903,control,13,1,32.6,android
u001904,control,9,1,83.62,web
u001905,control,9,0,48.85,web
u001906,control,8,1,64.61,web
u001907,control,4,0,12.08,web
u001908,control,12,1,70.5,web
u001909,control,9,1,40.99,ios
u001910,control,7,0,33.59,web
u001911,control,8,0,47.83,android
u001912,control,5,1,29.47,web
u001913,control,7,1,26.12,ios
u001914,control,3,1,13.68,ios
u001915,control,8,1,53.1,ios
u001916,control,8,1,39.18,android
u001917,control,9,1,38.25,ios
u001918,control,4,1,27.48,android
u001919,control,7,0,42.74,web
u001920,control,6,1,19.21,web
u001921,control,9,1,31.03,web
u001922,control,10,1,16.5,ios
u001923,control,8,1,17.72,web
u001924,control,8,1,31.05,ios
u001925,control,4,0,18.49,android
u001926,control,8,1,75.3,ios
u001927,control,10,1,36.78,android
u001928,control,9,0,53.7,web
u001929,control,8,0,27.12,android
u001930,control,6,1,54.02,ios
u001931,control,15,1,134.79,ios
u001932,control,5,1,54.46,web
u001933,control,9,1,25.68,android
u001934,control,15,0,56.26,android
u001935,control,6,1,76.08,web
u001936,control,9,0,99.59,ios
u001937,control,7,1,16.39,web
u001938,control,12,0,96.27,ios
u001939,control,10,1,89.04,ios
u001940,control,10,1,82.61,web
u001941,control,9,1,47.2,web
u001942,control,8,0,31.01,ios
u001943,control,13,1,38.33,web
u001944,control,5,1,12.05,android
u001945,control,9,0,28.78,web
u001946,control,8,0,15.74,ios
u001947,control,8,1,11.23,web
u001948,control,7,1,40.56,web
u001949,control,13,1,67.26,android
u001950,control,9,1,21.61,web
u001951,control,7,1,49.66,ios
u001952,control,9,1,84.8,web
u001953,control,12,0,53.71,ios
u001954,control,5,1,32.89,ios
u001955,control,15,0,99.45,ios
u001956,control,7,1,33.66,ios
u001957,control,4,1,14.16,android
u001958,control,7,0,24.89,ios
u001959,control,9,1,77.33,web
u001960,control,8,1,31.06,ios
u001961,control,7,0,22.06,ios
u001962,control,3,0,13.78,web
u001963,control,5,1,14.09,ios
u001964,control,3,1,7.86,android
u001965,control,9,1,72.97,ios
u001966,control,5,0,36.71,android
u001967,control,9,0,82.97,ios
u001968,control,9,0,20.32,ios
u001969,control,14,0,54.51,web
u001970,control,13,1,37.68,android
u001971,control,9,1,27.44,ios
u001972,control,12,1,49.19,android
u001973,control,8,0,26.6,web
u001974,control,11,0,36.95,web
u001975,control,13,1,67.67,ios
u001976,control,5,1,15.84,web
u001977,control,3,0,26.05,web
u001978,control,8,1,56.24,ios
u001979,control,5,1,21.72,android
u001980,control,9,1,9.05,ios
u001981,control,7,1,31.07,ios
u001982,control,8,0,50.85,web
u001983,control,10,0,33.57,android
u001984,control,8,1,22.07,android
u001985,control,8,1,71.29,android
u001986,control,6,1,33.54,android
u001987,control,10,0,39.77,android
u001988,control,9,0,75.11,android
u001989,control,10,1,100.01,ios
u001990,control,6,1,33.22,android
u001991,control,9,1,30.49,android
u001992,control,11,1,29.79,android
u001993,control,8,1,38.81,android
u001994,control,6,1,24.4,ios
u001995,control,4,1,14.42,ios
u001996,control,5,1,14.16,android
u001997,control,6,1,39.54,web
u001998,control,5,0,26.97,ios
u001999,control,8,0,81.0,android
u002000,control,7,1,41.36,ios
u002001,control,6,1,44.31,web
u002002,control,5,0,38.01,android
u002003,control,10,1,59.04,web
u002004,control,14,0,49.47,web
u002005,control,9,1,43.41,android
u002006,control,5,0,20.13,android
u002007,control,4,0,9.06,web
u002008,control,8,1,54.12,web
u002009,control,9,0,20.02,web
u002010,control,7,0,46.76,ios
u002011,control,7,0,37.42,web
u002012,control,15,1,143.85,ios
u002013,control,8,1,31.24,ios
u002014,control,7,0,45.69,android
u002015,control,7,0,37.63,ios
u002016,control,7,1,45.32,android
u002017,control,11,0,70.8,web
u002018,control,4,1,22.92,ios
u002019,control,5,1,39.53,web
u002020,control,11,1,53.91,ios
u002021,control,11,0,58.6,android
u002022,control,10,0,78.73,ios
u002023,control,4,1,12.06,android
u002024,control,10,0,31.75,ios
u002025,control,8,1,20.03,android
u002026,control,5,0,27.8,web
u002027,control,11,0,131.13,ios
u002028,control,12,0,37.36,ios
u002029,control,7,0,36.96,ios
u002030,control,9,1,66.34,ios
u002031,control,9,1,37.78,android
u002032,control,7,1,48.37,android
u002033,control,7,0,38.05,ios
u002034,control,8,1,51.32,ios
u002035,control,6,0,35.66,web
u002036,control,9,1,56.26,web
u002037,control,7,1,39.98,ios
u002038,control,11,1,36.61,ios
u002039,control,5,0,24.9,web
u002040,control,2,1,7.96,ios
u002041,control,10,1,110.2,android
u002042,control,7,1,29.55,ios
u002043,control,8,1,13.34,android
u002044,control,9,1,46.12,android
u002045,control,10,0,166.86,android
u002046,control,8,0,35.66,ios
u002047,control,6,1,21.74,web
u002048,control,2,0,9.44,ios
u002049,control,8,0,34.91,android
u002050,control,7,1,22.95,android
u002051,control,6,0,44.55,ios
u002052,control,9,0,108.08,android
u002053,control,8,0,44.09,android
u002054,control,10,1,31.31,web
u002055,control,5,1,29.21,ios
u002056,control,3,1,5.42,web
u002057,control,6,1,36.99,ios
u002058,control,11,1,114.78,ios
u002059,control,10,0,53.91,android
u002060,control,8,0,34.54,ios
u002061,control,11,1,72.05,android
u002062,control,6,0,23.37,ios
u002063,control,7,1,27.88,ios
u002064,control,9,0,21.73,web
u002065,control,4,1,25.72,web
u002066,control,4,1,10.61,ios
u002067,control,2,1,6.77,web
u002068,control,12,0,14.15,ios
u002069,control,13,1,19.27,ios
u002070,control,9,0,46.81,ios
u002071,control,9,1,20.78,ios
u002072,control,12,1,57.28,web
u002073,control,7,0,33.39,android
u002074,control,8,1,62.33,web
u002075,control,6,1,17.76,ios
u002076,control,6,1,36.37,ios
u002077,control,3,0,7.58,android
u002078,control,2,1,10.17,web
u002079,control,7,1,33.83,android
u002080,control,10,1,21.93,ios
u002081,control,2,0,8.14,ios
u002082,control,6,0,53.67,web
u002083,control,6,1,28.68,ios
u002084,control,7,0,52.43,ios
u002085,control,5,1,14.17,web
u002086,control,5,0,24.06,web
u002087,control,6,0,24.87,android
u002088,control,7,0,49.15,android
u002089,control,9,1,35.4,ios
u002090,control,8,0,30.04,android
u002091,control,6,0,46.04,web
u002092,control,12,1,162.33,web
u002093,control,7,1,16.14,ios
u002094,control,8,1,28.89,ios
u002095,control,7,0,34.72,web
u002096,control,13,0,55.44,web
u002097,control,3,0,11.08,ios
u002098,control,12,0,44.11,android
u002099,control,14,1,264.16,ios
u002100,control,2,0,10.4,android
u002101,control,6,1,35.03,ios
u002102,control,10,0,42.84,android
u002103,control,7,0,32.55,android
u002104,control,10,1,66.84,android
u002105,control,7,1,22.29,ios
u002106,control,5,1,19.2,android
u002107,control,4,0,13.77,android
u002108,control,12,0,70.85,web
u002109,control,5,0,22.42,ios
u002110,control,9,0,48.64,ios
u002111,control,9,0,81.58,android
u002112,control,9,1,56.78,web
u002113,control,12,1,83.05,web
u002114,control,9,1,34.38,android
u002115,control,5,0,21.28,web
u002116,control,9,0,14.96,android
u002117,control,7,1,50.0,ios
u002118,control,8,1,25.04,web
u002119,control,12,1,28.88,android
u002120,control,5,1,46.37,web
u002121,control,11,0,53.58,web
u002122,control,12,1,35.81,android
u002123,control,6,0,35.85,web
u002124,control,6,1,76.0,android
u002125,control,12,1,75.85,web
u002126,control,5,0,20.6,android
u002127,control,9,0,16.51,web
u002128,control,12,0,30.29,web
u002129,control,10,0,18.74,ios
u002130,control,3,1,17.14,android
u002131,control,2,0,12.35,android
u002132,control,13,1,41.79,web
u002133,control,9,1,58.43,ios
u002134,control,3,0,15.78,android
u002135,control,8,0,39.22,ios
u002136,control,4,1,8.96,android
u002137,control,7,0,21.54,android
u002138,control,7,1,26.73,web
u002139,control,6,0,40.9,android
u002140,control,3,0,5.9,ios
u002141,control,4,1,11.35,ios
u002142,control,10,1,62.45,web
u002143,control,9,1,85.71,ios
u002144,control,12,1,87.6,android
u002145,control,11,1,62.17,web
u002146,control,8,0,44.7,ios
u002147,control,6,0,53.79,web
u002148,control,11,0,52.67,ios
u002149,control,3,0,27.4,web
u002150,control,7,1,51.36,android
u002151,control,10,1,61.22,ios
u002152,control,6,1,26.82,web
u002153,control,3,1,5.02,android
u002154,control,6,1,53.59,ios
u002155,control,10,1,55.26,android
u002156,control,8,1,69.31,ios
u002157,control,4,0,27.7,web
u002158,control,6,1,23.08,web
u002159,control,5,1,8.57,ios
u002160,control,12,1,70.09,web
u002161,control,8,0,123.24,android
u002162,control,8,0,25.22,android
u002163,control,5,1,40.46,web
u002164,control,11,1,52.4,web
u002165,control,10,0,61.73,android
u002166,control,8,1,21.55,ios
u002167,control,11,0,33.34,web
u002168,control,3,1,17.53,android
u002169,control,9,1,39.56,ios
u002170,control,10,0,101.01,android
u002171,control,7,1,50.31,ios
u002172,control,10,1,137.5,ios
u002173,control,6,0,25.81,web
u002174,control,9,1,17.58,android
u002175,control,8,1,14.79,web
u002176,control,6,1,29.82,android
u002177,control,8,1,16.24,ios
u002178,control,12,0,36.14,web
u002179,control,7,1,14.69,web
u002180,control,9,1,41.81,ios
u002181,control,2,1,19.37,web
u002182,control,12,0,55.1,android
u002183,control,6,1,41.09,android
u002184,control,10,1,40.24,web
u002185,control,6,0,15.12,ios
u002186,control,8,1,61.5,android
u002187,control,6,1,35.2,android
u002188,control,0,0,0.0,android
u002189,control,8,1,31.76,web
u002190,control,6,1,17.89,web
u002191,control,9,1,40.64,web
u002192,control,15,1,138.03,ios
u002193,control,6,1,51.2,web
u002194,control,11,1,61.23,web
u002195,control,9,1,16.66,android
u002196,control,5,0,36.81,web
u002197,control,9,1,33.89,ios
u002198,control,3,1,16.33,android
u002199,control,11,1,30.53,web
u002200,control,8,1,47.65,ios
u002201,control,6,1,34.06,web
u002202,control,9,0,32.1,web
u002203,control,11,1,50.91,ios
u002204,control,6,0,18.19,android
u002205,control,9,0,54.8,web
u002206,control,7,0,21.86,web
u002207,control,9,1,69.01,ios
u002208,control,12,1,37.45,ios
u002209,control,12,1,46.84,ios
u002210,control,10,0,33.38,ios
u002211,control,8,0,31.31,android
u002212,control,4,1,11.11,ios
u002213,control,8,1,63.54,web
u002214,control,10,0,45.9,android
u002215,control,5,1,19.49,android
u002216,control,12,0,57.48,ios
u002217,control,6,1,17.34,web
u002218,control,5,1,62.07,android
u002219,control,5,0,36.18,web
u002220,control,11,1,35.09,ios
u002221,control,5,1,23.97,android
u002222,control,10,1,41.38,android
u002223,control,8,1,37.66,android
u002224,control,10,1,61.49,ios
u002225,control,6,1,30.3,ios
u002226,control,8,0,23.43,android
u002227,control,9,1,23.62,android
u002228,control,6,1,32.11,android
u002229,control,6,1,34.01,android
u002230,control,12,1,56.48,ios
u002231,control,8,1,53.57,ios
u002232,control,9,0,77.33,ios
u002233,control,11,1,22.47,android
u002234,control,12,0,87.82,android
u002235,control,16,0,99.51,ios
u002236,control,15,1,66.79,web
u002237,control,11,1,74.77,android
u002238,control,4,0,31.21,web
u002239,control,9,1,19.85,ios
u002240,control,8,0,29.21,ios
u002241,control,7,1,34.8,android
u002242,control,8,0,46.18,ios
u002243,control,8,0,20.52,web
u002244,control,6,0,25.47,android
u002245,control,6,0,22.3,ios
u002246,control,8,0,44.08,android
u002247,control,5,1,52.22,web
u002248,control,3,1,7.39,ios
u002249,control,7,0,33.01,android
u002250,control,9,0,62.84,android
u002251,control,10,1,78.85,web
u002252,control,12,0,45.71,ios
u002253,control,12,1,24.73,web
u002254,control,9,1,37.01,web
u002255,control,6,0,45.01,ios
u002256,control,12,0,31.67,web
u002257,control,11,1,31.62,ios
u002258,control,3,0,4.54,android
u002259,control,13,0,66.41,web
u002260,control,11,1,25.63,android
u002261,control,4,1,20.79,android
u002262,control,6,0,25.67,ios
u002263,control,9,0,40.75,web
u002264,control,9,1,17.85,web
u002265,control,12,1,35.39,web
u002266,control,6,1,33.54,web
u002267,control,6,1,43.47,ios
u002268,control,8,0,22.42,ios
u002269,control,9,0,33.84,web
u002270,control,9,1,18.99,web
u002271,control,12,0,39.0,android
u002272,control,10,1,86.75,ios
u002273,control,11,1,69.5,web
u002274,control,7,0,29.6,android
u002275,control,11,1,19.45,ios
u002276,control,6,1,35.96,ios
u002277,control,8,1,33.85,android
u002278,control,9,1,26.68,web
u002279,control,8,1,43.51,ios
u002280,control,8,0,42.22,web
u002281,control,9,0,78.93,android
u002282,control,4,1,11.22,ios
u002283,control,5,1,13.82,web
u002284,control,8,1,16.66,web
u002285,control,8,1,29.85,android
u002286,control,5,0,42.22,web
u002287,control,6,0,21.42,ios
u002288,control,8,1,21.61,ios
u002289,control,9,0,34.5,android
u002290,control,6,1,22.46,android
u002291,control,4,0,11.72,web
u002292,control,7,1,42.26,ios
u002293,control,16,1,46.61,android
u002294,control,5,1,33.39,ios
u002295,control,11,0,73.57,android
u002296,control,8,0,32.73,web
u002297,control,8,1,51.66,ios
u002298,control,7,1,22.39,ios
u002299,control,6,0,14.43,ios
u002300,control,12,1,35.74,ios
u002301,control,3,0,6.42,android
u002302,control,7,0,109.54,ios
u002303,control,8,1,19.44,ios
u002304,control,8,1,34.12,web
u002305,control,6,1,33.87,android
u002306,control,11,1,37.63,web
u002307,control,6,1,7.28,web
u002308,control,9,1,24.18,android
u002309,control,10,0,70.32,ios
u002310,control,7,0,42.96,web
u002311,control,10,1,83.55,ios
u002312,control,11,0,55.61,web
u002313,control,14,1,69.15,web
u002314,control,13,0,91.23,android
u002315,control,11,1,84.73,ios
u002316,control,16,1,249.26,ios
u002317,control,7,1,11.92,web
u002318,control,14,1,44.07,android
u002319,control,12,1,69.96,ios
u002320,control,7,0,55.21,ios
u002321,control,8,0,27.3,web
u002322,control,6,1,15.15,web
u002323,control,7,0,23.0,ios
u002324,control,9,0,65.62,web
u002325,control,9,0,39.54,android
u002326,control,5,0,29.48,android
u002327,control,13,1,96.8,android
u002328,control,7,1,10.78,ios
u002329,control,7,1,20.21,ios
u002330,control,9,1,28.76,ios
u002331,control,6,0,68.96,ios
u002332,control,4,1,12.73,android
u002333,control,11,1,42.67,android
u002334,control,9,1,67.68,android
u002335,control,7,1,38.0,web
u002336,control,5,0,19.47,web
u002337,control,6,0,17.16,ios
u002338,control,7,1,37.49,android
u002339,control,11,1,24.85,web
