user_id,variant,converted,revenue,page_load_ms,platform
u001790,control,0,0.0,447.0,web
u001791,control,0,0.0,485.0,web
u001792,control,0,0.0,599.0,web
u001793,control,0,0.0,1016.0,android
u001794,control,0,0.0,857.0,web
u001795,control,0,0.0,468.0,ios
u001796,control,0,0.0,701.0,web
u001797,control,0,0.0,770.0,web
u001798,control,1,19.0,635.0,web
u001799,control,0,0.0,561.0,web
u001800,control,1,54.45,381.0,ios
u001801,control,0,0.0,437.0,android
u001802,control,0,0.0,618.0,web
u001803,control,0,0.0,751.0,web
u001804,control,1,24.27,960.0,web
u001805,control,0,0.0,737.0,android
u001806,control,1,309.88,823.0,android
u001807,control,0,0.0,571.0,ios
u001808,control,1,15.53,813.0,ios
u001809,control,1,69.95,552.0,ios
u001810,control,0,0.0,365.0,android
u001811,control,0,0.0,463.0,ios
u001812,control,0,0.0,435.0,web
u001813,control,0,0.0,735.0,ios
u001814,control,0,0.0,964.0,web
u001815,control,0,0.0,548.0,web
u001816,control,0,0.0,659.0,web
u001817,control,1,39.4,523.0,web
u001818,control,0,0.0,389.0,android
u001819,control,1,14.49,531.0,web
u001820,control,0,0.0,796.0,web
u001821,control,1,6.6,792.0,ios
u001822,control,1,5.78,501.0,android
u001823,control,0,0.0,540.0,web
u001824,control,0,0.0,844.0,ios
u001825,control,1,192.12,842.0,ios
u001826,control,0,0.0,849.0,web
u001827,control,0,0.0,540.0,web
u001828,control,1,11.96,882.0,ios
u001829,control,0,0.0,1023.0,ios
u001830,control,0,0.0,366.0,web
u001831,control,0,0.0,963.0,android
u001832,control,1,11.18,657.0,web
u001833,control,0,0.0,1014.0,web
u001834,control,0,0.0,555.0,android
u001835,control,0,0.0,932.0,web
u001836,control,0,0.0,569.0,ios
u001837,control,1,26.57,607.0,ios
u001838,control,1,80.51,779.0,web
u001839,control,0,0.0,750.0,android
u001840,control,0,0.0,948.0,ios
u001841,control,0,0.0,506.0,web
u001842,control,1,36.64,367.0,web
u001843,control,0,0.0,477.0,ios
u001844,control,1,20.98,601.0,ios
u001845,control,0,0.0,592.0,android
u001846,control,1,23.44,673.0,ios
u001847,control,0,0.0,746.0,ios
u001848,control,0,0.0,756.0,web
u001849,control,1,40.87,768.0,ios
u001850,control,1,66.21,625.0,ios
u001851,control,0,0.0,1056.0,ios
u001852,control,0,0.0,553.0,web
u001853,control,0,0.0,1170.0,ios
u001854,control,0,0.0,831.0,android
u001855,control,1,24.0,630.0,android
u001856,control,0,0.0,498.0,android
u001857,control,0,0.0,759.0,ios
u001858,control,0,0.0,766.0,android
u001859,control,0,0.0,545.0,ios
u001860,control,1,22.87,723.0,android
u001861,control,1,27.53,592.0,android
u001862,control,1,22.38,483.0,ios
u001863,control,1,35.72,645.0,ios
u001864,control,0,0.0,796.0,web
u001865,control,0,0.0,546.0,ios
u001866,control,1,29.25,798.0,web
u001867,control,0,0.0,650.0,web
u001868,control,0,0.0,668.0,web
u001869,control,0,0.0,1027.0,android
u001870,control,0,0.0,767.0,web
u001871,control,0,0.0,1139.0,ios
u001872,control,0,0.0,1082.0,ios
u001873,control,0,0.0,713.0,web
u001874,control,0,0.0,783.0,web
u001875,control,0,0.0,998.0,android
u001876,control,1,27.7,542.0,android
u001877,control,1,7.25,334.0,ios
u001878,control,0,0.0,595.0,web
u001879,control,0,0.0,1195.0,android
u001880,control,0,0.0,1107.0,android
u001881,control,1,15.01,734.0,web
u001882,control,0,0.0,561.0,ios
u001883,control,0,0.0,451.0,android
u001884,control,0,0.0,806.0,web
u001885,control,0,0.0,749.0,web
u001886,control,1,13.53,573.0,web
u001887,control,1,21.01,571.0,android
u001888,control,0,0.0,644.0,android
u001889,control,1,82.15,621.0,ios
u001890,control,0,0.0,420.0,android
u001891,control,0,0.0,294.0,ios
u001892,control,0,0.0,405.0,web
u001893,control,0,0.0,960.0,web
u001894,control,0,0.0,924.0,android
u001895,control,0,0.0,424.0,ios
u001896,control,0,0.0,477.0,ios
u001897,control,0,0.0,508.0,ios
u001898,control,0,0.0,732.0,ios
u001899,control,0,0.0,570.0,android
u001900,control,1,57.68,439.0,ios
u001901,control,0,0.0,516.0,web
u001902,control,0,0.0,671.0,ios
u001903,control,0,0.0,835.0,web
u001904,control,0,0.0,1291.0,ios
u001905,control,1,23.32,701.0,ios
u001906,control,0,0.0,485.0,web
u001907,control,0,0.0,714.0,android
u001908,control,1,83.09,678.0,android
u001909,control,1,89.17,722.0,android
u001910,control,1,85.63,634.0,web
u001911,control,1,59.27,736.0,ios
u001912,control,0,0.0,642.0,web
u001913,control,1,28.01,376.0,web
u001914,control,0,0.0,370.0,web
u001915,control,0,0.0,464.0,ios
u001916,control,1,20.93,814.0,android
u001917,control,0,0.0,571.0,ios
u001918,control,1,4.75,366.0,web
u001919,control,0,0.0,320.0,web
u001920,control,0,0.0,629.0,web
u001921,control,0,0.0,692.0,web
u001922,control,0,0.0,993.0,android
u001923,control,0,0.0,502.0,android
u001924,control,1,40.77,653.0,android
u001925,control,1,35.92,490.0,web
u001926,control,1,40.16,775.0,ios
u001927,control,1,80.94,931.0,android
u001928,control,1,51.84,597.0,ios
u001929,control,0,0.0,623.0,web
u001930,control,0,0.0,645.0,android
u001931,control,1,15.48,492.0,ios
u001932,control,0,0.0,793.0,ios
u001933,control,0,0.0,456.0,ios
u001934,control,0,0.0,419.0,ios
u001935,control,1,16.78,793.0,ios
u001936,control,0,0.0,519.0,web
u001937,control,1,19.25,529.0,ios
u001938,control,0,0.0,786.0,android
u001939,control,0,0.0,635.0,ios
u001940,control,0,0.0,708.0,ios
u001941,control,0,0.0,840.0,android
u001942,control,0,0.0,832.0,ios
u001943,control,1,26.37,1012.0,android
u001944,control,0,0.0,1073.0,ios
u001945,control,1,57.14,635.0,android
u001946,control,0,0.0,412.0,web
u001947,control,1,12.1,831.0,android
u001948,control,0,0.0,476.0,android
u001949,control,1,60.69,474.0,ios
u001950,control,0,0.0,772.0,ios
u001951,control,0,0.0,718.0,web
u001952,control,0,0.0,549.0,android
u001953,control,1,31.94,587.0,android
u001954,control,0,0.0,1029.0,web
u001955,control,0,0.0,640.0,android
u001956,control,1,12.13,548.0,android
u001957,control,0,0.0,652.0,ios
u001958,control,0,0.0,640.0,ios
u001959,control,0,0.0,849.0,android
u001960,control,0,0.0,721.0,android
u001961,control,1,8.51,537.0,android
u001962,control,1,16.11,427.0,web
u001963,control,0,0.0,773.0,android
u001964,control,0,0.0,460.0,android
u001965,control,0,0.0,988.0,android
u001966,control,0,0.0,498.0,ios
u001967,control,0,0.0,663.0,ios
u001968,control,1,39.73,561.0,android
u001969,control,0,0.0,474.0,ios
u001970,control,1,18.27,839.0,web
u001971,control,0,0.0,620.0,ios
u001972,control,1,36.66,378.0,android
u001973,control,0,0.0,496.0,ios
u001974,control,1,52.41,742.0,android
u001975,control,1,39.58,1197.0,web
u001976,control,0,0.0,294.0,web
u001977,control,1,12.55,966.0,ios
u001978,control,0,0.0,1003.0,web
u001979,control,1,25.49,581.0,ios
u001980,control,1,32.33,869.0,ios
u001981,control,0,0.0,730.0,web
u001982,control,0,0.0,589.0,android
u001983,control,0,0.0,408.0,web
u001984,control,0,0.0,492.0,web
u001985,control,1,119.82,687.0,web
u001986,control,0,0.0,1013.0,android
u001987,control,0,0.0,630.0,ios
u001988,control,1,65.59,863.0,ios
u001989,control,0,0.0,498.0,web
u001990,control,0,0.0,580.0,ios
u001991,control,0,0.0,490.0,android
u001992,control,0,0.0,354.0,web
u001993,control,1,42.93,1227.0,android
u001994,control,0,0.0,471.0,ios
u001995,control,0,0.0,651.0,ios
u001996,control,1,12.47,587.0,ios
u001997,control,0,0.0,647.0,android
u001998,control,0,0.0,604.0,ios
u001999,control,1,170.35,969.0,web
u002000,control,0,0.0,862.0,ios
u002001,control,0,0.0,332.0,ios
u002002,control,1,35.2,632.0,web
u002003,control,0,0.0,779.0,ios
u002004,control,0,0.0,809.0,ios
u002005,control,0,0.0,879.0,ios
u002006,control,0,0.0,640.0,ios
u002007,control,0,0.0,924.0,ios
u002008,control,1,23.87,721.0,ios
u002009,control,1,54.26,586.0,android
u002010,control,0,0.0,389.0,ios
u002011,control,0,0.0,627.0,ios
u002012,control,1,7.84,500.0,web
u002013,control,0,0.0,442.0,android
u002014,control,1,88.67,731.0,web
u002015,control,0,0.0,423.0,web
u002016,control,1,19.89,754.0,ios
u002017,control,1,30.23,615.0,android
u002018,control,0,0.0,704.0,ios
u002019,control,1,159.64,560.0,ios
u002020,control,0,0.0,585.0,web
u002021,control,0,0.0,834.0,web
u002022,control,0,0.0,551.0,web
u002023,control,0,0.0,427.0,android
u002024,control,1,58.62,778.0,ios
u002025,control,0,0.0,664.0,web
u002026,control,0,0.0,912.0,android
u002027,control,0,0.0,708.0,web
u002028,control,0,0.0,369.0,web
u002029,control,1,81.61,507.0,ios
u002030,control,0,0.0,648.0,web
u002031,control,0,0.0,848.0,android
u002032,control,1,8.47,564.0,web
u002033,control,1,35.94,341.0,web
u002034,control,0,0.0,683.0,web
u002035,control,0,0.0,842.0,android
u002036,control,0,0.0,772.0,web
u002037,control,0,0.0,471.0,web
u002038,control,1,64.05,426.0,ios
u002039,control,1,25.59,805.0,web
u002040,control,0,0.0,933.0,web
u002041,control,1,14.41,625.0,ios
u002042,control,0,0.0,539.0,android
u002043,control,1,33.35,837.0,web
u002044,control,0,0.0,587.0,web
u002045,control,0,0.0,501.0,web
u002046,control,1,10.62,452.0,ios
u002047,control,0,0.0,321.0,ios
u002048,control,0,0.0,872.0,ios
u002049,control,0,0.0,787.0,web
u002050,control,0,0.0,784.0,web
u002051,control,1,84.55,1097.0,web
u002052,control,0,0.0,501.0,android
u002053,control,0,0.0,516.0,ios
u002054,control,0,0.0,767.0,ios
u002055,control,0,0.0,609.0,web
u002056,control,0,0.0,831.0,android
u002057,control,0,0.0,841.0,ios
u002058,control,1,54.45,406.0,android
u002059,control,1,21.43,539.0,web
u002060,control,1,49.44,1107.0,ios
u002061,control,1,48.07,523.0,android
u002062,control,1,23.33,772.0,ios
u002063,control,1,85.6,879.0,android
u002064,control,1,191.28,742.0,web
u002065,control,0,0.0,569.0,android
u002066,control,0,0.0,1322.0,ios
u002067,control,0,0.0,839.0,android
u002068,control,0,0.0,1325.0,ios
u002069,control,0,0.0,1352.0,ios
u002070,control,1,12.39,760.0,ios
u002071,control,1,40.36,914.0,ios
u002072,control,1,75.05,566.0,web
u002073,control,1,8.64,671.0,web
u002074,control,0,0.0,629.0,web
u002075,control,0,0.0,760.0,ios
u002076,control,1,65.69,773.0,android
u002077,control,0,0.0,372.0,web
u002078,control,1,23.2,1472.0,ios
u002079,control,0,0.0,549.0,web
u002080,control,0,0.0,557.0,android
u002081,control,0,0.0,956.0,android
u002082,control,0,0.0,666.0,android
u002083,control,1,35.75,370.0,web
u002084,control,0,0.0,595.0,web
u002085,control,1,30.22,550.0,web
u002086,control,0,0.0,756.0,web
u002087,control,1,7.51,399.0,web
u002088,control,1,12.07,718.0,web
u002089,control,1,75.46,742.0,web
u002090,control,0,0.0,609.0,ios
u002091,control,1,25.84,608.0,android
u002092,control,0,0.0,958.0,web
u002093,control,0,0.0,930.0,android
u002094,control,0,0.0,839.0,android
u002095,control,0,0.0,601.0,web
u002096,control,1,36.88,596.0,ios
u002097,control,1,25.85,554.0,web
u002098,control,0,0.0,707.0,android
u002099,control,0,0.0,913.0,android
u002100,control,0,0.0,379.0,android
u002101,control,0,0.0,459.0,android
u002102,control,1,31.39,653.0,android
u002103,control,0,0.0,644.0,android
u002104,control,0,0.0,729.0,web
u002105,control,0,0.0,1007.0,web
u002106,control,0,0.0,387.0,android
u002107,control,0,0.0,257.0,ios
u002108,control,0,0.0,362.0,ios
u002109,control,0,0.0,506.0,web
u002110,control,0,0.0,628.0,ios
u002111,control,0,0.0,753.0,android
u002112,control,0,0.0,521.0,android
u002113,control,0,0.0,533.0,web
u002114,control,0,0.0,965.0,android
u002115,control,0,0.0,814.0,ios
u002116,control,0,0.0,826.0,android
u002117,control,0,0.0,437.0,android
u002118,control,1,19.59,422.0,ios
u002119,control,0,0.0,487.0,ios
u002120,control,0,0.0,938.0,web
u002121,control,1,61.14,443.0,android
u002122,control,0,0.0,519.0,web
u002123,control,0,0.0,786.0,web
u002124,control,1,151.46,627.0,ios
u002125,control,0,0.0,589.0,ios
u002126,control,1,18.41,341.0,ios
u002127,control,0,0.0,757.0,ios
u002128,control,0,0.0,623.0,android
u002129,control,1,49.83,451.0,ios
u002130,control,0,0.0,337.0,android
u002131,control,1,20.94,919.0,ios
u002132,control,0,0.0,395.0,android
u002133,control,0,0.0,899.0,web
u002134,control,0,0.0,374.0,ios
u002135,control,0,0.0,858.0,ios
u002136,control,0,0.0,729.0,android
u002137,control,0,0.0,849.0,ios
u002138,control,1,11.66,624.0,ios
u002139,control,0,0.0,641.0,ios
u002140,control,0,0.0,867.0,android
u002141,control,1,19.39,937.0,ios
u002142,control,1,51.72,530.0,ios
u002143,control,0,0.0,503.0,web
u002144,control,0,0.0,595.0,web
u002145,control,0,0.0,663.0,ios
u002146,control,0,0.0,861.0,ios
u002147,control,0,0.0,579.0,ios
u002148,control,0,0.0,459.0,web
u002149,control,0,0.0,772.0,ios
u002150,control,0,0.0,576.0,web
u002151,control,0,0.0,510.0,ios
u002152,control,0,0.0,545.0,web
u002153,control,1,38.23,1012.0,android
u002154,control,1,127.67,671.0,ios
u002155,control,1,12.44,521.0,ios
u002156,control,1,19.35,841.0,ios
u002157,control,1,20.97,1049.0,android
u002158,control,0,0.0,855.0,web
u002159,control,0,0.0,441.0,android
u002160,control,1,104.29,741.0,ios
u002161,control,0,0.0,645.0,ios
u002162,control,0,0.0,318.0,android
u002163,control,0,0.0,639.0,android
u002164,control,0,0.0,442.0,ios
u002165,control,0,0.0,670.0,android
u002166,control,0,0.0,538.0,ios
u002167,control,1,44.18,664.0,web
u002168,control,0,0.0,475.0,android
u002169,control,1,62.27,586.0,android
u002170,control,0,0.0,521.0,android
u002171,control,1,32.48,1028.0,android
u002172,control,0,0.0,813.0,ios
u002173,control,0,0.0,872.0,web
u002174,control,0,0.0,1003.0,ios
u002175,control,1,41.24,614.0,web
u002176,control,0,0.0,451.0,ios
u002177,control,0,0.0,291.0,android
u002178,control,0,0.0,885.0,web
u002179,control,1,24.67,813.0,ios
u002180,control,1,8.61,838.0,android
u002181,control,0,0.0,932.0,android
u002182,control,1,87.49,782.0,ios
u002183,control,0,0.0,614.0,ios
u002184,control,1,103.68,689.0,ios
u002185,control,0,0.0,1311.0,web
u002186,control,1,31.22,367.0,ios
u002187,control,0,0.0,318.0,ios
u002188,control,1,52.83,647.0,web
u002189,control,1,82.57,749.0,web
u002190,control,0,0.0,883.0,web
u002191,control,0,0.0,970.0,ios
u002192,control,0,0.0,580.0,ios
u002193,control,0,0.0,1138.0,android
u002194,control,0,0.0,856.0,ios
u002195,control,0,0.0,587.0,android
u002196,control,1,20.62,754.0,ios
u002197,control,1,26.17,841.0,ios
u002198,control,1,19.48,723.0,web
u002199,control,0,0.0,401.0,android
u002200,control,1,85.03,972.0,ios
u002201,control,0,0.0,806.0,web
u002202,control,0,0.0,557.0,ios
u002203,control,0,0.0,392.0,ios
u002204,control,0,0.0,845.0,web
u002205,control,0,0.0,530.0,web
u002206,control,0,0.0,710.0,ios
u002207,control,0,0.0,829.0,android
u002208,control,0,0.0,377.0,android
u002209,control,0,0.0,530.0,web
u002210,control,0,0.0,410.0,ios
u002211,control,0,0.0,643.0,ios
u002212,control,0,0.0,567.0,ios
u002213,control,0,0.0,978.0,android
u002214,control,1,111.7,858.0,web
u002215,control,0,0.0,1060.0,ios
u002216,control,1,80.59,555.0,web
u002217,control,0,0.0,513.0,android
u002218,control,0,0.0,1159.0,web
u002219,control,0,0.0,1003.0,android
u002220,control,0,0.0,636.0,android
u002221,control,0,0.0,442.0,web
u002222,control,0,0.0,686.0,ios
u002223,control,0,0.0,1002.0,android
u002224,control,0,0.0,711.0,web
u002225,control,1,38.75,847.0,web
u002226,control,1,43.88,722.0,android
u002227,control,0,0.0,542.0,web
u002228,control,0,0.0,755.0,web
u002229,control,1,21.46,829.0,android
u002230,control,1,8.86,469.0,web
u002231,control,1,15.65,655.0,android
u002232,control,0,0.0,927.0,web
u002233,control,1,10.99,656.0,android
u002234,control,1,26.88,601.0,ios
u002235,control,0,0.0,713.0,android
u002236,control,0,0.0,827.0,web
u002237,control,1,81.7,542.0,web
u002238,control,0,0.0,707.0,android
u002239,control,1,76.62,915.0,ios
u002240,control,0,0.0,801.0,android
u002241,control,1,70.0,716.0,ios
u002242,control,1,125.14,582.0,web
u002243,control,0,0.0,745.0,android
u002244,control,0,0.0,396.0,ios
u002245,control,0,0.0,648.0,android
u002246,control,1,6.43,606.0,web
u002247,control,0,0.0,703.0,android
u002248,control,0,0.0,564.0,android
u002249,control,0,0.0,675.0,web
u002250,control,0,0.0,751.0,ios
u002251,control,0,0.0,1014.0,ios
u002252,control,1,81.38,440.0,web
u002253,control,1,26.46,1290.0,android
u002254,control,0,0.0,754.0,ios
u002255,control,0,0.0,1028.0,android
u002256,control,0,0.0,624.0,android
u002257,control,1,27.45,800.0,web
u002258,control,0,0.0,697.0,android
u002259,control,1,39.9,709.0,ios
u002260,control,0,0.0,852.0,ios
u002261,control,0,0.0,590.0,ios
u002262,control,1,64.68,637.0,android
u002263,control,0,0.0,801.0,web
u002264,control,0,0.0,788.0,ios
u002265,control,0,0.0,604.0,android
u002266,control,0,0.0,662.0,android
u002267,control,0,0.0,546.0,web
u002268,control,0,0.0,450.0,web
u002269,control,1,56.9,432.0,ios
u002270,control,0,0.0,680.0,android
u002271,control,1,23.32,632.0,ios
u002272,control,1,99.98,551.0,web
u002273,control,0,0.0,750.0,android
u002274,control,1,18.03,597.0,android
u002275,control,0,0.0,651.0,web
u002276,control,0,0.0,500.0,android
u002277,control,1,23.3,323.0,ios
u002278,control,1,42.2,648.0,web
u002279,control,0,0.0,970.0,web
u002280,control,0,0.0,654.0,ios
u002281,control,0,0.0,674.0,web
u002282,control,0,0.0,823.0,android
u002283,control,0,0.0,638.0,web
u002284,control,1,28.44,596.0,android
u002285,control,0,0.0,325.0,android
u002286,control,0,0.0,812.0,ios
u002287,control,1,34.36,586.0,android
u002288,control,1,14.07,836.0,web
u002289,control,1,38.51,486.0,web
u002290,control,1,22.22,323.0,web
u002291,control,0,0.0,541.0,android
u002292,control,0,0.0,484.0,android
u002293,control,0,0.0,679.0,ios
u002294,control,0,0.0,593.0,android
u002295,control,1,24.73,580.0,ios
u002296,control,1,52.83,551.0,ios
u002297,control,0,0.0,779.0,ios
u002298,control,1,71.77,811.0,web
u002299,control,0,0.0,1039.0,android
u002300,control,1,31.69,756.0,android
u002301,control,0,0.0,952.0,android
u002302,control,0,0.0,661.0,ios
u002303,control,1,57.18,753.0,web
u002304,control,1,18.67,464.0,web
u002305,control,1,40.17,744.0,web
u002306,control,0,0.0,1150.0,web
u002307,control,0,0.0,1007.0,ios
u002308,control,0,0.0,667.0,ios
u002309,control,0,0.0,541.0,android
u002310,control,0,0.0,376.0,web
u002311,control,0,0.0,858.0,ios
u002312,control,1,15.7,894.0,ios
u002313,control,1,77.6,503.0,android
u002314,control,0,0.0,886.0,android
u002315,control,0,0.0,654.0,ios
u002316,control,0,0.0,646.0,ios
u002317,control,0,0.0,492.0,ios
u002318,control,0,0.0,1072.0,android
u002319,control,1,13.71,639.0,android
u002320,control,0,0.0,555.0,ios
u002321,control,0,0.0,403.0,ios
u002322,control,0,0.0,533.0,web
u002323,control,0,0.0,600.0,ios
u002324,control,0,0.0,573.0,android
u002325,control,1,8.32,1340.0,ios
u002326,control,0,0.0,881.0,ios
u002327,control,0,0.0,483.0,ios
u002328,control,0,0.0,562.0,ios
u002329,control,0,0.0,534.0,android
u002330,control,0,0.0,765.0,web
u002331,control,0,0.0,463.0,android
u002332,control,1,15.7,880.0,android
u002333,control,1,90.39,882.0,web
u002334,control,0,0.0,660.0,ios
u002335,control,1,41.79,1028.0,android
u002336,control,0,0.0,510.0,android
u002337,control,0,0.0,887.0,web
u002338,control,1,40.6,1082.0,android
u002339,control,0,0.0,509.0,android
u002340,control,1,26.41,633.0,android
u002341,control,0,0.0,640.0,web
u002342,control,1,19.94,589.0,android
u002343,control,1,22.37,458.0,web
u002344,control,1,164.63,848.0,web
u002345,control,1,26.29,577.0,web
u002346,control,0,0.0,473.0,android
u002347,control,1,127.31,482.0,android
u002348,control,0,0.0,995.0,ios
u002349,control,1,59.38,943.0,ios
u002350,control,0,0.0,541.0,web
u002351,control,0,0.0,837.0,web
u002352,control,0,0.0,617.0,web
u002353,control,1,54.81,463.0,web
u002354,control,0,0.0,573.0,ios
u002355,control,1,22.09,966.0,android
u002356,control,1,12.81,854.0,ios
u002357,control,0,0.0,517.0,web
u002358,control,0,0.0,598.0,web
u002359,control,1,53.54,656.0,ios
u002360,control,0,0.0,842.0,ios
u002361,control,1,16.88,564.0,web
u002362,control,0,0.0,413.0,android
u002363,control,0,0.0,714.0,web
u002364,control,0,0.0,511.0,ios
u002365,control,0,0.0,1030.0,ios
u002366,control,1,83.28,686.0,android
u002367,control,0,0.0,554.0,ios
u002368,control,0,0.0,713.0,web
u002369,control,1,65.89,950.0,android
u002370,control,1,37.98,625.0,ios
u002371,control,1,18.76,769.0,web
u002372,control,0,0.0,404.0,ios
u002373,control,0,0.0,601.0,web
u002374,control,0,0.0,561.0,android
u002375,control,0,0.0,748.0,ios
u002376,control,0,0.0,428.0,web
u002377,control,1,35.82,649.0,web
u002378,control,1,36.52,693.0,ios
u002379,control,0,0.0,771.0,ios
u002380,control,0,0.0,574.0,web
u002381,control,0,0.0,722.0,android
u002382,control,0,0.0,729.0,ios
u002383,control,0,0.0,1323.0,android
u002384,control,1,42.76,1561.0,ios
u002385,control,1,21.74,560.0,ios
u002386,control,0,0.0,846.0,android
u002387,control,0,0.0,666.0,ios
u002388,control,0,0.0,533.0,ios
u002389,control,0,0.0,565.0,android
u002390,control,0,0.0,793.0,web
u002391,control,0,0.0,449.0,android
u002392,control,1,27.3,434.0,ios
u002393,control,1,226.91,575.0,ios
u002394,control,0,0.0,662.0,ios
u002395,control,0,0.0,711.0,ios
u002396,control,0,0.0,597.0,android
u002397,control,0,0.0,644.0,ios
u002398,control,1,104.1,648.0,android
u002399,control,1,29.3,435.0,android
u002400,control,0,0.0,459.0,ios
u002401,control,1,37.49,335.0,web
u002402,control,1,41.31,554.0,ios
u002403,control,1,22.58,427.0,ios
u002404,control,0,0.0,462.0,android
u002405,control,0,0.0,611.0,ios
u002406,control,1,16.29,833.0,web
u002407,control,0,0.0,699.0,ios
u002408,control,1,29.04,716.0,ios
u002409,control,0,0.0,543.0,ios
u002410,control,1,27.91,787.0,android
u002411,control,0,0.0,947.0,ios
u002412,control,1,26.15,478.0,ios
u002413,control,0,0.0,662.0,ios
u002414,control,0,0.0,1117.0,web
u002415,control,1,76.9,803.0,web
u002416,control,0,0.0,756.0,android
u002417,control,0,0.0,594.0,ios
u002418,control,0,0.0,542.0,web
u002419,control,0,0.0,556.0,web
u002420,control,0,0.0,566.0,ios
u002421,control,0,0.0,471.0,android
u002422,control,0,0.0,720.0,android
u002423,control,1,25.87,793.0,ios
u002424,control,0,0.0,681.0,web
u002425,control,0,0.0,615.0,web
u002426,control,0,0.0,1416.0,web
u002427,control,0,0.0,859.0,ios
u002428,control,0,0.0,444.0,ios
u002429,control,0,0.0,439.0,android
u002430,control,0,0.0,1015.0,ios
u002431,control,0,0.0,558.0,ios
u002432,control,0,0.0,869.0,ios
u002433,control,1,12.34,560.0,android
u002434,control,0,0.0,511.0,web
u002435,control,0,0.0,1115.0,web
u002436,control,0,0.0,722.0,android
u002437,control,0,0.0,969.0,ios
u002438,control,0,0.0,659.0,ios
u002439,control,1,18.32,667.0,android
u002440,control,0,0.0,427.0,ios
u002441,control,1,161.23,663.0,web
u002442,control,1,60.05,711.0,web
u002443,control,1,113.09,636.0,ios
u002444,control,0,0.0,508.0,ios
u002445,control,1,35.9,1172.0,android
u002446,control,0,0.0,562.0,android
u002447,control,1,70.0,601.0,ios
u002448,control,1,7.72,567.0,web
u002449,control,0,0.0,745.0,web
u002450,control,0,0.0,921.0,web
u002451,control,1,27.77,838.0,ios
u002452,control,1,44.06,714.0,android
u002453,control,0,0.0,890.0,web
u002454,control,0,0.0,898.0,ios
u002455,control,0,0.0,675.0,ios
u002456,control,1,28.6,806.0,web
u002457,control,0,0.0,1013.0,ios
u002458,control,0,0.0,499.0,ios
u002459,control,0,0.0,1138.0,android
u002460,control,1,9.82,425.0,android
u002461,control,0,0.0,561.0,ios
u002462,control,0,0.0,763.0,ios
u002463,control,1,57.59,845.0,ios
u002464,control,0,0.0,793.0,web
u002465,control,1,22.19,582.0,ios
u002466,control,1,51.65,499.0,ios
u002467,control,0,0.0,603.0,android
u002468,control,0,0.0,612.0,web
u002469,control,1,48.22,1074.0,ios
u002470,control,1,20.23,796.0,ios
u002471,control,0,0.0,753.0,ios
u002472,control,1,25.0,500.0,web
u002473,control,0,0.0,462.0,ios
u002474,control,0,0.0,514.0,android
u002475,control,0,0.0,540.0,web
u002476,control,0,0.0,670.0,android
u002477,control,1,28.13,499.0,web
u002478,control,1,21.83,1283.0,web
u002479,control,0,0.0,542.0,web
u002480,control,0,0.0,565.0,ios
u002481,control,1,116.34,357.0,android
u002482,control,0,0.0,513.0,android
u002483,control,0,0.0,878.0,ios
u002484,control,0,0.0,863.0,android
u002485,control,0,0.0,390.0,web
u002486,control,1,59.11,451.0,android
u002487,control,1,6.0,511.0,ios
u002488,control,0,0.0,406.0,ios
u002489,control,0,0.0,1374.0,android
u002490,control,0,0.0,1036.0,web
u002491,control,0,0.0,1149.0,ios
u002492,control,1,64.39,519.0,ios
u002493,control,1,44.25,377.0,web
u002494,control,0,0.0,616.0,android
u002495,control,0,0.0,658.0,web
u002496,control,0,0.0,594.0,android
u002497,control,0,0.0,547.0,android
u002498,control,0,0.0,1076.0,android
u002499,control,0,0.0,812.0,ios
u002500,control,0,0.0,593.0,android
u002501,control,0,0.0,539.0,android
u002502,control,1,11.55,629.0,web
u002503,control,0,0.0,462.0,ios
u002504,control,0,0.0,820.0,android
u002505,control,1,125.25,758.0,ios
u002506,control,0,0.0,716.0,ios
u002507,control,0,0.0,857.0,web
u002508,control,0,0.0,998.0,android
u002509,control,0,0.0,712.0,web
u002510,control,1,59.0,629.0,web
u002511,control,0,0.0,538.0,ios
u002512,control,0,0.0,1065.0,android
u002513,control,0,0.0,571.0,web
u002514,control,0,0.0,795.0,web
u002515,control,0,0.0,839.0,android
u002516,control,0,0.0,490.0,android
u002517,control,0,0.0,532.0,ios
u002518,control,0,0.0,627.0,web
u002519,control,1,29.51,806.0,android
u002520,control,1,19.1,1048.0,web
u002521,control,0,0.0,630.0,android
u002522,control,0,0.0,658.0,ios
u002523,control,0,0.0,792.0,ios
u002524,control,1,18.27,590.0,ios
u002525,control,0,0.0,896.0,web
u002526,control,1,59.8,628.0,web
u002527,control,1,15.61,940.0,android
u002528,control,0,0.0,548.0,web
u002529,control,0,0.0,925.0,ios
u002530,control,1,13.92,611.0,ios
u002531,control,1,59.25,1119.0,ios
u002532,control,0,0.0,590.0,web
u002533,control,0,0.0,812.0,ios
u002534,control,0,0.0,726.0,ios
u002535,control,0,0.0,667.0,ios
u002536,control,1,5.81,351.0,ios
u002537,control,1,29.11,675.0,web
u002538,control,0,0.0,610.0,web
u002539,control,0,0.0,923.0,ios
u002540,control,0,0.0,1266.0,web
u002541,control,1,18.03,665.0,ios
u002542,control,0,0.0,668.0,ios
u002543,control,1,10.6,824.0,web
u002544,control,0,0.0,747.0,ios
u002545,control,0,0.0,963.0,web
