user_id,variant,converted,revenue,platform,signup_days
u002130,control,0,0.0,web,226
u002131,control,1,36.41,ios,48
u002132,control,0,0.0,android,24
u002133,control,1,43.37,web,44
u002134,control,0,0.0,ios,163
u002135,control,0,0.0,ios,628
u002136,control,0,0.0,web,0
u002137,control,0,0.0,web,387
u002138,control,0,0.0,ios,17
u002139,control,1,36.92,android,184
u002140,control,0,0.0,web,2
u002141,control,1,24.82,ios,23
u002142,control,1,13.05,android,117
u002143,control,0,0.0,web,137
u002144,control,1,80.47,android,294
u002145,control,1,33.73,ios,6
u002146,control,0,0.0,web,145
u002147,control,1,24.48,android,127
u002148,control,0,0.0,web,626
u002149,control,0,0.0,web,53
u002150,control,0,0.0,ios,362
u002151,control,0,0.0,ios,180
u002152,control,0,0.0,web,81
u002153,control,1,21.83,web,4
u002154,control,0,0.0,web,28
u002155,control,1,11.88,web,113
u002156,control,0,0.0,web,291
u002157,control,0,0.0,ios,209
u002158,control,0,0.0,android,318
u002159,control,0,0.0,android,198
u002160,control,0,0.0,web,176
u002161,control,1,63.26,android,62
u002162,control,0,0.0,web,9
u002163,control,0,0.0,ios,194
u002164,control,0,0.0,android,197
u002165,control,0,0.0,web,313
u002166,control,0,0.0,android,161
u002167,control,1,38.76,web,176
u002168,control,0,0.0,web,231
u002169,control,0,0.0,android,318
u002170,control,0,0.0,ios,140
u002171,control,0,0.0,ios,37
u002172,control,0,0.0,android,52
u002173,control,0,0.0,android,228
u002174,control,0,0.0,ios,59
u002175,control,0,0.0,ios,141
u002176,control,1,57.41,android,168
u002177,control,0,0.0,android,434
u002178,control,0,0.0,android,13
u002179,control,1,12.84,android,164
u002180,control,1,60.88,ios,13
u002181,control,0,0.0,ios,71
u002182,control,0,0.0,ios,35
u002183,control,0,0.0,ios,267
u002184,control,1,11.94,ios,208
u002185,control,1,13.61,ios,366
u002186,control,0,0.0,android,134
u002187,control,0,0.0,web,75
u002188,control,0,0.0,android,12
u002189,control,0,0.0,android,315
u002190,control,0,0.0,ios,194
u002191,control,0,0.0,web,28
u002192,control,1,46.71,ios,649
u002193,control,0,0.0,android,284
u002194,control,1,31.97,ios,131
u002195,control,1,46.22,ios,142
u002196,control,0,0.0,android,25
u002197,control,0,0.0,ios,134
u002198,control,0,0.0,web,194
u002199,control,1,22.3,android,143
u002200,control,1,111.83,ios,117
u002201,control,0,0.0,web,167
u002202,control,0,0.0,android,126
u002203,control,1,21.92,android,108
u002204,control,1,66.78,android,35
u002205,control,0,0.0,android,8
u002206,control,1,8.33,ios,268
u002207,control,0,0.0,web,35
u002208,control,1,60.63,android,3
u002209,control,1,25.34,android,318
u002210,control,1,93.93,web,577
u002211,control,0,0.0,ios,7
u002212,control,0,0.0,web,597
u002213,control,1,14.15,android,11
u002214,control,1,150.65,ios,14
u002215,control,0,0.0,ios,380
u002216,control,1,88.68,ios,396
u002217,control,0,0.0,android,30
u002218,control,1,80.65,android,7
u002219,control,0,0.0,android,105
u002220,control,1,18.64,ios,325
u002221,control,0,0.0,android,109
u002222,control,0,0.0,ios,151
u002223,control,0,0.0,web,433
u002224,control,0,0.0,android,217
u002225,control,1,50.16,ios,28
u002226,control,0,0.0,web,254
u002227,control,0,0.0,web,110
u002228,control,1,61.88,web,138
u002229,control,0,0.0,web,65
u002230,control,1,20.52,ios,285
u002231,control,0,0.0,ios,137
u002232,control,1,19.88,web,560
u002233,control,0,0.0,ios,33
u002234,control,0,0.0,web,23
u002235,control,0,0.0,ios,232
u002236,control,0,0.0,ios,37
u002237,control,1,135.09,android,240
u002238,control,0,0.0,ios,43
u002239,control,0,0.0,ios,96
u002240,control,0,0.0,android,474
u002241,control,1,10.5,android,157
u002242,control,1,21.73,ios,606
u002243,control,1,28.72,ios,544
u002244,control,1,25.09,android,477
u002245,control,0,0.0,android,219
u002246,control,0,0.0,android,189
u002247,control,0,0.0,web,192
u002248,control,0,0.0,android,125
u002249,control,1,41.97,web,78
u002250,control,0,0.0,ios,273
u002251,control,0,0.0,web,123
u002252,control,1,83.99,web,28
u002253,control,1,49.18,android,294
u002254,control,0,0.0,web,106
u002255,control,1,45.9,android,98
u002256,control,0,0.0,android,5
u002257,control,0,0.0,android,24
u002258,control,0,0.0,web,36
u002259,control,1,32.17,android,38
u002260,control,0,0.0,web,5
u002261,control,0,0.0,ios,149
u002262,control,0,0.0,ios,290
u002263,control,1,32.97,web,128
u002264,control,0,0.0,web,33
u002265,control,0,0.0,web,160
u002266,control,0,0.0,ios,133
u002267,control,0,0.0,ios,242
u002268,control,0,0.0,android,67
u002269,control,0,0.0,web,4
u002270,control,0,0.0,android,67
u002271,control,1,50.42,android,157
u002272,control,1,141.97,ios,111
u002273,control,0,0.0,android,341
u002274,control,0,0.0,ios,175
u002275,control,0,0.0,web,1
u002276,control,1,36.35,ios,213
u002277,control,0,0.0,web,147
u002278,control,0,0.0,android,140
u002279,control,0,0.0,android,58
u002280,control,0,0.0,ios,36
u002281,control,1,72.91,android,233
u002282,control,0,0.0,android,450
u002283,control,1,55.85,android,0
u002284,control,0,0.0,ios,661
u002285,control,0,0.0,ios,120
u002286,control,0,0.0,ios,40
u002287,control,1,47.01,ios,28
u002288,control,0,0.0,android,61
u002289,control,0,0.0,ios,111
u002290,control,1,54.03,ios,246
u002291,control,0,0.0,ios,332
u002292,control,0,0.0,android,403
u002293,control,0,0.0,android,278
u002294,control,0,0.0,ios,459
u002295,control,0,0.0,ios,281
u002296,control,0,0.0,web,23
u002297,control,1,26.01,web,129
u002298,control,0,0.0,ios,10
u002299,control,0,0.0,ios,11
u002300,control,0,0.0,ios,19
u002301,control,0,0.0,web,201
u002302,control,0,0.0,web,45
u002303,control,0,0.0,ios,80
u002304,control,1,23.05,android,363
u002305,control,1,45.75,web,114
u002306,control,0,0.0,android,57
u002307,control,0,0.0,ios,492
u002308,control,0,0.0,web,57
u002309,control,0,0.0,ios,60
u002310,control,0,0.0,ios,394
u002311,control,0,0.0,android,174
u002312,control,0,0.0,android,51
u002313,control,1,92.24,web,421
u002314,control,0,0.0,ios,163
u002315,control,1,49.94,android,823
u002316,control,0,0.0,ios,82
u002317,control,1,25.88,ios,25
u002318,control,0,0.0,web,146
u002319,control,1,34.21,ios,61
u002320,control,0,0.0,web,29
u002321,control,1,34.22,android,343
u002322,control,0,0.0,android,11
u002323,control,0,0.0,ios,475
u002324,control,0,0.0,ios,46
u002325,control,0,0.0,android,723
u002326,control,0,0.0,web,445
u002327,control,1,13.49,web,12
u002328,control,1,319.29,ios,276
u002329,control,1,19.49,ios,168
u002330,control,0,0.0,android,158
u002331,control,1,40.81,ios,70
u002332,control,0,0.0,android,41
u002333,control,1,120.87,android,456
u002334,control,0,0.0,web,0
u002335,control,1,14.25,ios,432
u002336,control,0,0.0,android,181
u002337,control,0,0.0,ios,28
u002338,control,0,0.0,android,142
u002339,control,0,0.0,android,176
u002340,control,0,0.0,ios,2
u002341,control,0,0.0,android,396
u002342,control,0,0.0,ios,316
u002343,control,0,0.0,ios,207
u002344,control,1,48.25,ios,41
u002345,control,1,19.63,web,72
u002346,control,0,0.0,web,147
u002347,control,0,0.0,ios,304
u002348,control,0,0.0,ios,394
u002349,control,0,0.0,ios,35
u002350,control,1,15.5,android,378
u002351,control,0,0.0,web,111
u002352,control,1,24.43,android,27
u002353,control,0,0.0,ios,72
u002354,control,1,41.24,android,113
u002355,control,0,0.0,android,156
u002356,control,1,184.72,web,192
u002357,control,0,0.0,web,34
u002358,control,1,19.71,ios,59
u002359,control,0,0.0,ios,722
u002360,control,0,0.0,android,65
u002361,control,0,0.0,android,14
u002362,control,1,9.84,android,150
u002363,control,0,0.0,web,258
u002364,control,1,293.74,ios,49
u002365,control,0,0.0,android,89
u002366,control,0,0.0,web,66
u002367,control,0,0.0,web,503
u002368,control,0,0.0,android,8
u002369,control,1,23.97,android,223
u002370,control,0,0.0,android,121
u002371,control,0,0.0,ios,3
u002372,control,0,0.0,ios,165
u002373,control,1,47.38,ios,27
u002374,control,0,0.0,ios,125
u002375,control,0,0.0,android,68
u002376,control,0,0.0,android,70
u002377,control,1,45.42,android,198
u002378,control,0,0.0,android,144
u002379,control,1,89.56,android,94
u002380,control,0,0.0,android,371
u002381,control,0,0.0,android,124
u002382,control,0,0.0,ios,302
u002383,control,0,0.0,android,723
u002384,control,0,0.0,ios,171
u002385,control,0,0.0,web,448
u002386,control,1,29.56,android,39
u002387,control,1,124.59,web,348
u002388,control,0,0.0,android,169
u002389,control,0,0.0,android,258
u002390,control,1,79.73,web,197
u002391,control,0,0.0,android,40
u002392,control,1,9.51,ios,241
u002393,control,0,0.0,ios,73
u002394,control,1,141.38,ios,92
u002395,control,1,65.0,web,57
u002396,control,0,0.0,web,189
u002397,control,0,0.0,web,237
u002398,control,0,0.0,android,51
u002399,control,1,19.38,android,289
u002400,control,1,9.26,web,264
u002401,control,0,0.0,ios,6
u002402,control,0,0.0,web,95
u002403,control,0,0.0,web,28
u002404,control,0,0.0,android,97
u002405,control,1,91.41,web,139
u002406,control,0,0.0,android,114
u002407,control,1,16.04,web,100
u002408,control,0,0.0,web,2
u002409,control,1,18.62,ios,274
u002410,control,0,0.0,ios,131
u002411,control,0,0.0,ios,18
u002412,control,0,0.0,android,236
u002413,control,0,0.0,android,3
u002414,control,1,28.41,android,2
u002415,control,1,32.4,android,278
u002416,control,1,10.42,ios,104
u002417,control,0,0.0,web,5
u002418,control,1,51.37,ios,113
u002419,control,0,0.0,android,300
u002420,control,1,23.52,ios,324
u002421,control,1,34.37,web,39
u002422,control,0,0.0,ios,177
u002423,control,0,0.0,web,58
u002424,control,1,15.35,ios,71
u002425,control,0,0.0,android,48
u002426,control,1,138.48,android,261
u002427,control,1,28.18,ios,153
u002428,control,1,23.68,web,448
u002429,control,1,32.35,web,244
u002430,control,0,0.0,ios,133
u002431,control,0,0.0,web,72
u002432,control,0,0.0,android,20
u002433,control,0,0.0,ios,246
u002434,control,1,44.74,ios,344
u002435,control,0,0.0,web,18
u002436,control,1,77.0,android,37
u002437,control,1,44.23,ios,253
u002438,control,1,8.59,android,384
u002439,control,0,0.0,ios,170
u002440,control,0,0.0,web,52
u002441,control,1,7.5,android,3
u002442,control,0,0.0,android,107
u002443,control,1,70.93,ios,517
u002444,control,0,0.0,ios,62
u002445,control,0,0.0,web,32
u002446,control,0,0.0,web,145
u002447,control,0,0.0,web,154
u002448,control,1,137.11,web,102
u002449,control,0,0.0,web,799
u002450,control,0,0.0,web,79
u002451,control,1,7.99,web,19
u002452,control,1,42.82,ios,241
u002453,control,1,33.38,web,330
u002454,control,0,0.0,web,1133
u002455,control,0,0.0,ios,98
u002456,control,0,0.0,android,72
u002457,control,0,0.0,web,69
u002458,control,1,54.08,android,147
u002459,control,1,31.05,web,13
u002460,control,0,0.0,ios,78
u002461,control,0,0.0,ios,182
u002462,control,0,0.0,ios,213
u002463,control,0,0.0,ios,122
u002464,control,0,0.0,ios,34
u002465,control,0,0.0,android,56
u002466,control,0,0.0,web,613
u002467,control,0,0.0,android,72
u002468,control,0,0.0,ios,44
u002469,control,0,0.0,ios,108
u002470,control,1,13.77,web,167
u002471,control,0,0.0,ios,189
u002472,control,0,0.0,ios,2
u002473,control,0,0.0,ios,85
u002474,control,0,0.0,web,40
u002475,control,0,0.0,web,42
u002476,control,0,0.0,android,406
u002477,control,0,0.0,android,278
u002478,control,1,22.94,web,99
u002479,control,0,0.0,web,96
u002480,control,1,13.79,web,13
u002481,control,1,146.87,ios,303
u002482,control,1,60.73,android,153
u002483,control,1,9.46,android,0
u002484,control,0,0.0,android,13
u002485,control,0,0.0,ios,233
u002486,control,0,0.0,web,116
u002487,control,0,0.0,ios,274
u002488,control,0,0.0,ios,101
u002489,control,0,0.0,ios,76
u002490,control,1,179.31,android,127
u002491,control,0,0.0,web,176
u002492,control,0,0.0,web,59
u002493,control,0,0.0,android,4
u002494,control,0,0.0,ios,73
u002495,control,0,0.0,android,728
u002496,control,1,26.01,ios,173
u002497,control,0,0.0,android,136
u002498,control,1,41.97,android,196
u002499,control,0,0.0,android,109
u002500,control,1,22.75,ios,179
u002501,control,1,34.45,web,637
u002502,control,0,0.0,android,56
u002503,control,0,0.0,web,15
u002504,control,0,0.0,android,82
u002505,control,0,0.0,web,37
u002506,control,0,0.0,ios,284
u002507,control,0,0.0,ios,308
u002508,control,1,9.6,web,301
u002509,control,1,27.55,android,60
u002510,control,1,165.77,ios,74
u002511,control,0,0.0,ios,87
u002512,control,1,20.96,ios,563
u002513,control,0,0.0,android,211
u002514,control,0,0.0,web,62
u002515,control,0,0.0,android,109
u002516,control,1,55.04,ios,226
u002517,control,1,105.8,ios,243
u002518,control,1,52.67,ios,256
u002519,control,1,116.01,ios,91
u002520,control,0,0.0,web,83
u002521,control,0,0.0,android,9
u002522,control,1,221.61,android,14
u002523,control,0,0.0,android,76
u002524,control,1,65.13,ios,104
u002525,control,1,42.3,android,150
u002526,control,0,0.0,ios,104
u002527,control,0,0.0,ios,75
u002528,control,1,14.82,web,125
u002529,control,0,0.0,ios,46
u002530,control,1,19.78,ios,196
u002531,control,0,0.0,web,158
u002532,control,0,0.0,ios,6
u002533,control,0,0.0,web,360
u002534,control,1,73.5,ios,67
u002535,control,1,24.3,ios,25
u002536,control,1,15.86,android,131
u002537,control,0,0.0,android,185
u002538,control,1,4.81,android,61
u002539,control,1,8.57,ios,403
u002540,control,0,0.0,android,377
u002541,control,0,0.0,web,321
u002542,control,1,143.9,ios,49
u002543,control,1,9.85,web,359
u002544,control,0,0.0,ios,31
u002545,control,0,0.0,ios,176
u002546,control,0,0.0,android,431
u002547,control,1,54.24,ios,546
u002548,control,0,0.0,ios,48
u002549,control,1,17.12,web,384
u002550,control,1,31.34,web,87
u002551,control,0,0.0,android,19
u002552,control,0,0.0,android,82
u002553,control,0,0.0,ios,345
u002554,control,1,71.05,ios,82
u002555,control,0,0.0,ios,212
u002556,control,0,0.0,ios,48
u002557,control,1,17.29,ios,120
u002558,control,1,41.52,android,601
u002559,control,1,38.69,android,42
u002560,control,0,0.0,ios,62
u002561,control,1,33.1,web,86
u002562,control,0,0.0,android,54
u002563,control,0,0.0,ios,169
u002564,control,1,8.21,ios,136
u002565,control,0,0.0,android,55
u002566,control,0,0.0,ios,345
u002567,control,0,0.0,ios,55
u002568,control,0,0.0,android,704
u002569,control,0,0.0,android,56
u002570,control,0,0.0,android,549
u002571,control,1,34.31,ios,83
u002572,control,1,167.82,ios,103
u002573,control,0,0.0,android,73
u002574,control,1,48.7,ios,153
u002575,control,0,0.0,ios,106
u002576,control,0,0.0,ios,609
u002577,control,0,0.0,web,175
u002578,control,1,40.14,android,18
u002579,control,0,0.0,web,145
u002580,control,1,53.84,web,58
u002581,control,0,0.0,web,258
u002582,control,1,12.46,web,334
u002583,control,0,0.0,web,316
u002584,control,1,29.81,android,149
u002585,control,0,0.0,ios,51
u002586,control,0,0.0,android,23
u002587,control,0,0.0,ios,385
u002588,control,1,25.06,web,522
u002589,control,1,36.94,android,20
u002590,control,1,18.35,web,507
u002591,control,0,0.0,android,318
u002592,control,0,0.0,ios,71
u002593,control,0,0.0,android,154
u002594,control,0,0.0,android,241
u002595,control,0,0.0,ios,437
u002596,control,1,15.98,ios,5
u002597,control,0,0.0,android,21
u002598,control,0,0.0,ios,45
u002599,control,1,52.94,ios,71
u002600,control,0,0.0,ios,70
u002601,control,1,81.07,android,2
u002602,control,0,0.0,web,225
u002603,control,0,0.0,android,108
u002604,control,1,18.13,android,347
u002605,control,1,26.79,ios,296
u002606,control,1,27.9,ios,427
u002607,control,0,0.0,ios,4
u002608,control,0,0.0,ios,75
u002609,control,0,0.0,ios,75
u002610,control,0,0.0,ios,344
u002611,control,1,55.29,android,121
u002612,control,1,12.51,android,111
u002613,control,1,40.23,ios,68
u002614,control,1,21.47,android,17
u002615,control,1,5.79,ios,7
u002616,control,1,44.42,android,204
u002617,control,1,29.43,android,190
u002618,control,0,0.0,android,11
u002619,control,0,0.0,ios,21
u002620,control,0,0.0,ios,25
u002621,control,0,0.0,web,293
u002622,control,1,41.15,web,100
u002623,control,0,0.0,android,132
u002624,control,1,178.09,web,236
u002625,control,1,29.36,ios,34
u002626,control,0,0.0,android,256
u002627,control,0,0.0,web,87
u002628,control,0,0.0,android,103
u002629,control,0,0.0,android,86
u002630,control,0,0.0,web,294
u002631,control,1,32.1,ios,88
u002632,control,1,20.55,android,64
u002633,control,1,40.92,android,362
u002634,control,0,0.0,ios,54
u002635,control,1,41.47,android,31
u002636,control,0,0.0,ios,77
u002637,control,0,0.0,web,14
u002638,control,0,0.0,android,98
u002639,control,0,0.0,ios,220
u002640,control,0,0.0,ios,450
u002641,control,0,0.0,ios,17
u002642,control,0,0.0,ios,282
u002643,control,1,29.78,ios,60
u002644,control,0,0.0,android,386
u002645,control,0,0.0,android,362
u002646,control,0,0.0,ios,110
u002647,control,1,13.12,ios,8
u002648,control,0,0.0,ios,231
u002649,control,0,0.0,ios,312
u002650,control,0,0.0,ios,386
u002651,control,0,0.0,ios,5
u002652,control,0,0.0,web,25
u002653,control,0,0.0,web,326
u002654,control,0,0.0,ios,99
u002655,control,0,0.0,web,459
u002656,control,1,50.55,web,70
u002657,control,0,0.0,ios,198
u002658,control,1,51.07,web,4
u002659,control,0,0.0,ios,28
u002660,control,0,0.0,android,184
u002661,control,0,0.0,web,8
u002662,control,1,99.39,ios,60
u002663,control,1,42.09,android,85
u002664,control,0,0.0,web,151
u002665,control,1,34.64,ios,97
u002666,control,1,21.97,web,7
u002667,control,0,0.0,ios,109
u002668,control,0,0.0,web,0
u002669,control,0,0.0,android,197
u002670,control,0,0.0,ios,20
u002671,control,1,101.46,android,169
u002672,control,1,23.54,android,28
u002673,control,0,0.0,ios,60
u002674,control,0,0.0,web,931
u002675,control,0,0.0,ios,21
u002676,control,0,0.0,android,43
u002677,control,0,0.0,ios,16
u002678,control,0,0.0,android,376
u002679,control,0,0.0,ios,39
u002680,control,0,0.0,android,5
u002681,control,0,0.0,ios,572
u002682,control,1,12.85,ios,61
u002683,control,1,23.68,web,79
u002684,control,0,0.0,android,65
u002685,control,0,0.0,ios,55
u002686,control,0,0.0,android,97
u002687,control,0,0.0,web,610
u002688,control,1,59.74,ios,18
u002689,control,0,0.0,ios,90
u002690,control,1,12.84,ios,392
u002691,control,0,0.0,web,128
u002692,control,1,24.07,android,427
u002693,control,0,0.0,android,196
u002694,control,0,0.0,android,207
u002695,control,1,101.5,web,3
u002696,control,1,24.13,ios,19
u002697,control,0,0.0,web,12
u002698,control,1,153.64,android,161
u002699,control,0,0.0,ios,295
u002700,control,1,16.65,android,73
u002701,control,0,0.0,ios,236
u002702,control,1,36.69,ios,212
u002703,control,1,22.18,web,233
u002704,control,0,0.0,web,303
u002705,control,0,0.0,web,87
u002706,control,1,16.9,android,124
u002707,control,1,18.68,ios,121
u002708,control,0,0.0,ios,53
u002709,control,0,0.0,web,187
u002710,control,1,16.3,web,200
u002711,control,0,0.0,web,125
u002712,control,0,0.0,ios,55
u002713,control,1,32.41,ios,315
u002714,control,0,0.0,android,104
u002715,control,1,29.89,ios,353
u002716,control,0,0.0,android,247
u002717,control,0,0.0,android,970
u002718,control,0,0.0,android,131
u002719,control,0,0.0,ios,98
u002720,control,1,25.57,web,362
u002721,control,0,0.0,ios,332
u002722,control,1,47.91,ios,163
u002723,control,0,0.0,web,166
u002724,control,0,0.0,ios,64
u002725,control,1,28.4,android,409
u002726,control,0,0.0,web,168
u002727,control,0,0.0,ios,564
u002728,control,0,0.0,web,82
u002729,control,0,0.0,ios,411
u002730,control,1,18.54,android,4
u002731,control,1,23.41,ios,117
u002732,control,1,46.6,web,6
u002733,control,0,0.0,ios,24
u002734,control,0,0.0,ios,274
u002735,control,0,0.0,ios,182
u002736,control,0,0.0,ios,115
u002737,control,1,41.04,android,149
u002738,control,0,0.0,ios,22
u002739,control,1,80.14,android,9
u002740,control,1,14.31,ios,410
u002741,control,1,75.33,android,171
u002742,control,0,0.0,web,242
u002743,control,0,0.0,android,16
u002744,control,0,0.0,ios,403
u002745,control,0,0.0,ios,402
u002746,control,0,0.0,android,400
u002747,control,1,10.91,android,147
u002748,control,1,23.4,ios,93
u002749,control,0,0.0,android,234
u002750,control,0,0.0,web,103
u002751,control,0,0.0,web,509
u002752,control,1,7.99,web,112
u002753,control,0,0.0,android,137
u002754,control,0,0.0,ios,102
u002755,control,1,15.54,android,21
u002756,control,0,0.0,android,44
u002757,control,0,0.0,ios,112
u002758,control,0,0.0,ios,89
u002759,control,1,36.34,web,62
u002760,control,0,0.0,web,59
u002761,control,1,34.43,ios,35
u002762,control,1,12.26,android,150
u002763,control,1,70.69,ios,352
u002764,control,0,0.0,ios,240
u002765,control,0,0.0,ios,1
u002766,control,0,0.0,ios,119
u002767,control,0,0.0,ios,426
u002768,control,0,0.0,ios,10
u002769,control,0,0.0,ios,40
u002770,control,0,0.0,android,171
u002771,control,0,0.0,ios,570
u002772,control,0,0.0,android,1029
u002773,control,0,0.0,android,27
u002774,control,0,0.0,web,109
u002775,control,1,33.33,ios,300
u002776,control,0,0.0,android,56
u002777,control,0,0.0,web,245
u002778,control,0,0.0,android,188
u002779,control,0,0.0,web,46
u002780,control,1,113.16,android,376
u002781,control,1,26.25,ios,177
u002782,control,0,0.0,android,42
u002783,control,0,0.0,web,247
u002784,control,0,0.0,web,15
u002785,control,0,0.0,web,22
u002786,control,1,6.92,android,115
u002787,control,1,23.27,ios,489
u002788,control,1,86.94,ios,251
u002789,control,0,0.0,ios,179
u002790,control,0,0.0,ios,79
u002791,control,0,0.0,web,38
u002792,control,1,27.93,web,107
u002793,control,0,0.0,android,256
u002794,control,1,86.8,ios,190
u002795,control,0,0.0,android,245
u002796,control,0,0.0,ios,215
u002797,control,0,0.0,android,51
u002798,control,0,0.0,web,108
u002799,control,1,51.93,android,126
u002800,control,0,0.0,android,89
u002801,control,0,0.0,android,8
u002802,control,0,0.0,web,174
u002803,control,0,0.0,web,998
u002804,control,0,0.0,ios,477
u002805,control,0,0.0,ios,977
u002806,control,1,118.46,ios,742
u002807,control,0,0.0,android,94
u002808,control,1,25.88,android,9
u002809,control,0,0.0,android,162
u002810,control,0,0.0,android,55
u002811,control,0,0.0,web,117
u002812,control,0,0.0,web,113
u002813,control,1,128.35,web,77
u002814,control,1,53.48,web,149
u002815,control,0,0.0,android,304
u002816,control,0,0.0,ios,46
u002817,control,1,118.08,web,39
u002818,control,1,26.21,web,160
u002819,control,0,0.0,web,64
u002820,control,1,17.75,android,169
u002821,control,1,55.19,android,183
u002822,control,0,0.0,ios,23
u002823,control,0,0.0,web,392
u002824,control,0,0.0,ios,578
u002825,control,0,0.0,android,745
u002826,control,0,0.0,web,171
u002827,control,0,0.0,ios,144
u002828,control,1,49.64,ios,203
u002829,control,0,0.0,android,81
u002830,control,1,298.58,web,81
u002831,control,0,0.0,ios,163
u002832,control,0,0.0,web,1033
u002833,control,0,0.0,android,165
u002834,control,0,0.0,ios,94
u002835,control,0,0.0,ios,74
u002836,control,1,12.87,android,301
u002837,control,0,0.0,web,671
u002838,control,0,0.0,ios,210
u002839,control,0,0.0,web,221
u002840,control,0,0.0,ios,73
u002841,control,0,0.0,android,160
u002842,control,1,35.43,ios,278
u002843,control,1,23.91,web,18
u002844,control,0,0.0,web,243
u002845,control,0,0.0,android,262
u002846,control,0,0.0,web,181
u002847,control,0,0.0,ios,82
u002848,control,0,0.0,ios,447
u002849,control,0,0.0,web,232
u002850,control,0,0.0,ios,173
u002851,control,1,59.68,web,147
u002852,control,1,62.06,ios,123
u002853,control,0,0.0,android,111
u002854,control,0,0.0,web,1
u002855,control,1,64.28,android,122
u002856,control,1,29.99,android,243
u002857,control,0,0.0,android,172
u002858,control,0,0.0,ios,16
u002859,control,1,27.84,ios,20
u002860,control,1,26.6,web,122
u002861,control,0,0.0,web,375
u002862,control,1,7.95,ios,124
u002863,control,1,16.76,android,150
u002864,control,0,0.0,ios,56
u002865,control,0,0.0,ios,196
u002866,control,1,10.06,ios,702
u002867,control,1,19.36,android,281
u002868,control,1,106.07,web,152
u002869,control,0,0.0,android,2
u002870,control,1,76.81,web,98
u002871,control,1,23.15,android,130
u002872,control,0,0.0,ios,303
u002873,control,0,0.0,web,161
u002874,control,0,0.0,ios,36
u002875,control,0,0.0,android,38
u002876,control,1,37.21,ios,82
u002877,control,1,51.87,android,133
u002878,control,0,0.0,ios,133
u002879,control,0,0.0,web,8
u002880,control,0,0.0,android,176
u002881,control,0,0.0,web,275
u002882,control,0,0.0,android,38
u002883,control,0,0.0,android,44
u002884,control,1,140.35,android,52
u002885,control,1,90.15,ios,207
u002886,control,0,0.0,ios,173
u002887,control,0,0.0,web,416
u002888,control,1,19.32,ios,98
u002889,control,1,200.29,android,124
u002890,control,0,0.0,android,105
u002891,control,0,0.0,android,397
u002892,control,0,0.0,android,216
u002893,control,0,0.0,web,166
u002894,control,0,0.0,web,247
u002895,control,0,0.0,ios,101
u002896,control,0,0.0,ios,127
u002897,control,0,0.0,android,71
u002898,control,1,18.95,ios,93
u002899,control,1,20.58,ios,100
u002900,control,0,0.0,web,485
u002901,control,0,0.0,web,71
u002902,control,0,0.0,ios,178
u002903,control,0,0.0,android,124
u002904,control,0,0.0,android,253
u002905,control,0,0.0,web,16
u002906,control,0,0.0,web,53
u002907,control,0,0.0,ios,155
u002908,control,0,0.0,ios,260
u002909,control,1,28.46,ios,323
u002910,control,1,54.68,ios,203
u002911,control,0,0.0,web,589
u002912,control,0,0.0,ios,71
u002913,control,1,38.36,ios,21
u002914,control,0,0.0,android,80
u002915,control,0,0.0,android,12
u002916,control,1,5.29,ios,451
u002917,control,1,7.26,ios,238
u002918,control,0,0.0,android,233
u002919,control,0,0.0,android,19
u002920,control,0,0.0,web,33
u002921,control,0,0.0,android,93
u002922,control,0,0.0,ios,103
u002923,control,0,0.0,android,161
u002924,control,0,0.0,ios,2
u002925,control,1,75.54,web,443
u002926,control,0,0.0,android,152
u002927,control,0,0.0,android,151
u002928,control,1,79.55,android,2
u002929,control,0,0.0,web,127
u002930,control,0,0.0,web,93
u002931,control,1,36.58,android,33
u002932,control,0,0.0,ios,112
u002933,control,0,0.0,web,528
u002934,control,0,0.0,ios,118
u002935,control,0,0.0,android,139
u002936,control,0,0.0,ios,8
u002937,control,1,26.8,web,177
u002938,control,0,0.0,web,133
u002939,control,1,13.32,android,191
u002940,control,0,0.0,ios,161
u002941,control,0,0.0,ios,55
u002942,control,0,0.0,web,69
u002943,control,0,0.0,ios,15
u002944,control,1,35.84,web,187
u002945,control,0,0.0,web,66
u002946,control,0,0.0,ios,254
u002947,control,1,6.31,ios,113
u002948,control,0,0.0,android,12
u002949,control,0,0.0,ios,308
u002950,control,0,0.0,ios,64
u002951,control,1,42.54,ios,263
u002952,control,1,25.65,ios,58
u002953,control,0,0.0,web,7
u002954,control,1,22.55,ios,368
u002955,control,0,0.0,ios,428
u002956,control,0,0.0,ios,13
u002957,control,1,19.78,web,531
u002958,control,1,180.71,web,248
u002959,control,0,0.0,ios,124
u002960,control,0,0.0,ios,416
u002961,control,0,0.0,web,172
u002962,control,0,0.0,web,79
u002963,control,0,0.0,web,56
u002964,control,1,16.13,android,10
u002965,control,0,0.0,android,49
u002966,control,0,0.0,ios,56
u002967,control,0,0.0,ios,30
u002968,control,0,0.0,android,102
u002969,control,1,35.52,android,114
u002970,control,0,0.0,android,599
u002971,control,1,16.75,android,253
u002972,control,0,0.0,android,174
u002973,control,1,6.34,android,53
u002974,control,0,0.0,web,454
u002975,control,0,0.0,ios,226
u002976,control,1,5.67,android,228
u002977,control,1,93.84,android,296
u002978,control,1,99.85,android,135
u002979,control,1,47.42,android,22
u002980,control,1,10.03,android,42
u002981,control,0,0.0,ios,185
