user_id,variant,checkout_started,checkout_completed,revenue,platform,signup_days,device_type
u001939,control,1,0,0.0,ios,179,tablet
u001940,control,1,0,0.0,ios,7,mobile
u001941,control,1,0,0.0,android,201,mobile
u001942,control,1,0,0.0,web,126,mobile
u001943,control,1,1,52.64,ios,36,mobile
u001944,control,1,0,0.0,ios,3,mobile
u001945,control,1,0,0.0,ios,17,tablet
u001946,control,1,0,0.0,ios,101,desktop
u001947,control,1,0,0.0,web,161,mobile
u001948,control,1,1,40.75,android,132,desktop
u001949,control,1,0,0.0,web,14,desktop
u001950,control,1,0,0.0,android,29,desktop
u001951,control,1,0,0.0,android,136,mobile
u001952,control,1,0,0.0,web,8,desktop
u001953,control,1,0,0.0,web,402,tablet
u001954,control,1,0,0.0,android,2,tablet
u001955,control,1,0,0.0,android,47,desktop
u001956,control,1,0,0.0,ios,290,mobile
u001957,control,1,1,67.5,android,32,desktop
u001958,control,1,0,0.0,web,374,desktop
u001959,control,1,0,0.0,android,64,desktop
u001960,control,1,0,0.0,android,0,mobile
u001961,control,1,0,0.0,android,436,desktop
u001962,control,1,1,27.97,android,3,mobile
u001963,control,1,1,46.28,web,14,mobile
u001964,control,1,0,0.0,web,131,desktop
u001965,control,1,0,0.0,android,1,desktop
u001966,control,1,0,0.0,web,62,desktop
u001967,control,1,0,0.0,android,22,tablet
u001968,control,1,0,0.0,web,16,mobile
u001969,control,1,1,39.79,ios,101,mobile
u001970,control,1,0,0.0,android,17,mobile
u001971,control,1,0,0.0,web,247,desktop
u001972,control,1,0,0.0,ios,200,mobile
u001973,control,1,1,46.42,ios,263,mobile
u001974,control,1,0,0.0,ios,61,mobile
u001975,control,1,0,0.0,android,62,desktop
u001976,control,1,0,0.0,ios,24,mobile
u001977,control,1,0,0.0,ios,73,desktop
u001978,control,1,1,39.32,android,478,mobile
u001979,control,1,1,18.36,android,66,mobile
u001980,control,1,0,0.0,ios,169,mobile
u001981,control,1,0,0.0,android,250,mobile
u001982,control,1,1,34.36,web,104,mobile
u001983,control,1,0,0.0,android,0,mobile
u001984,control,1,0,0.0,web,91,desktop
u001985,control,1,0,0.0,android,76,desktop
u001986,control,1,0,0.0,ios,40,desktop
u001987,control,1,0,0.0,android,27,desktop
u001988,control,1,0,0.0,android,11,desktop
u001989,control,1,0,0.0,web,2,mobile
u001990,control,1,0,0.0,ios,77,desktop
u001991,control,1,0,0.0,ios,19,mobile
u001992,control,1,0,0.0,ios,64,desktop
u001993,control,1,1,26.1,web,95,mobile
u001994,control,1,0,0.0,ios,47,mobile
u001995,control,1,0,0.0,ios,92,tablet
u001996,control,1,1,61.46,ios,29,desktop
u001997,control,1,1,23.15,web,411,desktop
u001998,control,1,0,0.0,ios,129,desktop
u001999,control,1,0,0.0,ios,143,mobile
u002000,control,1,0,0.0,web,39,mobile
u002001,control,1,0,0.0,android,29,tablet
u002002,control,1,0,0.0,ios,174,mobile
u002003,control,1,1,51.06,android,85,mobile
u002004,control,1,0,0.0,android,112,mobile
u002005,control,1,0,0.0,ios,86,mobile
u002006,control,1,0,0.0,web,115,mobile
u002007,control,1,0,0.0,android,3,desktop
u002008,control,1,0,0.0,web,43,mobile
u002009,control,1,0,0.0,android,36,mobile
u002010,control,1,0,0.0,android,105,tablet
u002011,control,1,0,0.0,android,40,desktop
u002012,control,1,0,0.0,android,63,desktop
u002013,control,1,0,0.0,android,111,desktop
u002014,control,1,0,0.0,ios,128,mobile
u002015,control,1,0,0.0,ios,130,mobile
u002016,control,1,0,0.0,android,100,mobile
u002017,control,1,0,0.0,web,51,desktop
u002018,control,1,0,0.0,ios,11,mobile
u002019,control,1,0,0.0,android,27,mobile
u002020,control,1,0,0.0,ios,16,desktop
u002021,control,1,0,0.0,ios,79,desktop
u002022,control,1,1,40.44,web,148,mobile
u002023,control,1,1,68.3,android,84,mobile
u002024,control,1,0,0.0,android,37,mobile
u002025,control,1,0,0.0,ios,4,mobile
u002026,control,1,0,0.0,web,4,desktop
u002027,control,1,0,0.0,web,45,mobile
u002028,control,1,0,0.0,android,168,desktop
u002029,control,1,0,0.0,android,131,desktop
u002030,control,1,0,0.0,android,321,mobile
u002031,control,1,0,0.0,ios,57,desktop
u002032,control,1,0,0.0,ios,49,mobile
u002033,control,1,1,59.8,ios,278,desktop
u002034,control,1,0,0.0,android,50,tablet
u002035,control,1,0,0.0,ios,157,desktop
u002036,control,1,0,0.0,android,210,mobile
u002037,control,1,0,0.0,ios,68,mobile
u002038,control,1,0,0.0,android,0,desktop
u002039,control,1,1,67.46,android,154,mobile
u002040,control,1,0,0.0,ios,198,desktop
u002041,control,1,0,0.0,ios,71,desktop
u002042,control,1,1,64.77,ios,20,desktop
u002043,control,1,0,0.0,android,52,desktop
u002044,control,1,0,0.0,android,110,desktop
u002045,control,1,0,0.0,web,222,tablet
u002046,control,1,0,0.0,ios,365,mobile
u002047,control,1,0,0.0,android,55,tablet
u002048,control,1,0,0.0,android,62,mobile
u002049,control,1,0,0.0,web,9,desktop
u002050,control,1,0,0.0,ios,141,mobile
u002051,control,1,0,0.0,ios,68,desktop
u002052,control,1,0,0.0,android,37,mobile
u002053,control,1,0,0.0,ios,126,tablet
u002054,control,1,0,0.0,ios,497,mobile
u002055,control,1,0,0.0,web,86,mobile
u002056,control,1,0,0.0,android,130,mobile
u002057,control,1,0,0.0,android,210,mobile
u002058,control,1,0,0.0,ios,455,mobile
u002059,control,1,1,44.53,android,107,tablet
u002060,control,1,0,0.0,ios,0,mobile
u002061,control,1,0,0.0,android,140,mobile
u002062,control,1,0,0.0,android,193,desktop
u002063,control,1,0,0.0,android,203,desktop
u002064,control,1,0,0.0,ios,9,mobile
u002065,control,1,1,17.73,web,41,desktop
u002066,control,1,1,51.89,android,126,desktop
u002067,control,1,0,0.0,android,153,mobile
u002068,control,1,0,0.0,android,18,mobile
u002069,control,1,0,0.0,web,27,mobile
u002070,control,1,0,0.0,android,13,mobile
u002071,control,1,0,0.0,ios,269,mobile
u002072,control,1,0,0.0,android,17,mobile
u002073,control,1,0,0.0,android,17,mobile
u002074,control,1,1,63.16,ios,149,mobile
u002075,control,1,0,0.0,web,37,desktop
u002076,control,1,0,0.0,ios,92,mobile
u002077,control,1,1,50.6,android,26,mobile
u002078,control,1,0,0.0,ios,67,mobile
u002079,control,1,1,40.62,ios,48,desktop
u002080,control,1,0,0.0,android,25,desktop
u002081,control,1,0,0.0,web,129,desktop
u002082,control,1,0,0.0,android,71,desktop
u002083,control,1,1,45.37,android,187,mobile
u002084,control,1,1,52.46,ios,31,desktop
u002085,control,1,0,0.0,web,179,mobile
u002086,control,1,1,89.72,android,463,mobile
u002087,control,1,0,0.0,web,417,desktop
u002088,control,1,0,0.0,android,21,desktop
u002089,control,1,0,0.0,android,4,desktop
u002090,control,1,0,0.0,android,644,desktop
u002091,control,1,0,0.0,android,4,desktop
u002092,control,1,0,0.0,web,135,mobile
u002093,control,1,0,0.0,ios,5,desktop
u002094,control,1,0,0.0,web,99,mobile
u002095,control,1,1,11.85,android,443,mobile
u002096,control,1,0,0.0,ios,507,mobile
u002097,control,1,0,0.0,web,11,mobile
u002098,control,1,1,25.96,web,185,mobile
u002099,control,1,0,0.0,web,232,mobile
u002100,control,1,0,0.0,ios,36,desktop
u002101,control,1,0,0.0,ios,3,mobile
u002102,control,1,1,36.36,android,212,tablet
u002103,control,1,0,0.0,web,207,mobile
u002104,control,1,0,0.0,ios,44,desktop
u002105,control,1,0,0.0,web,54,mobile
u002106,control,1,0,0.0,android,28,mobile
u002107,control,1,0,0.0,ios,556,desktop
u002108,control,1,0,0.0,ios,250,mobile
u002109,control,1,1,23.31,web,87,mobile
u002110,control,1,0,0.0,android,124,desktop
u002111,control,1,0,0.0,ios,105,desktop
u002112,control,1,0,0.0,android,194,mobile
u002113,control,1,0,0.0,web,86,desktop
u002114,control,1,0,0.0,ios,343,mobile
u002115,control,1,0,0.0,ios,80,mobile
u002116,control,1,0,0.0,ios,10,mobile
u002117,control,1,1,9.72,android,278,tablet
u002118,control,1,1,81.04,ios,77,desktop
u002119,control,1,0,0.0,android,51,mobile
u002120,control,1,0,0.0,ios,59,mobile
u002121,control,1,1,60.54,ios,17,desktop
u002122,control,1,0,0.0,android,80,desktop
u002123,control,1,0,0.0,web,9,desktop
u002124,control,1,0,0.0,web,64,desktop
u002125,control,1,0,0.0,ios,46,tablet
u002126,control,1,0,0.0,ios,26,mobile
u002127,control,1,0,0.0,ios,45,mobile
u002128,control,1,0,0.0,ios,179,mobile
u002129,control,1,0,0.0,ios,98,desktop
u002130,control,1,0,0.0,android,188,mobile
u002131,control,1,0,0.0,web,0,desktop
u002132,control,1,1,44.35,ios,271,desktop
u002133,control,1,0,0.0,android,79,mobile
u002134,control,1,0,0.0,ios,49,mobile
u002135,control,1,0,0.0,web,145,mobile
u002136,control,1,0,0.0,android,92,desktop
u002137,control,1,0,0.0,ios,28,mobile
u002138,control,1,0,0.0,web,4,mobile
u002139,control,1,0,0.0,web,170,desktop
u002140,control,1,1,51.87,android,63,mobile
u002141,control,1,0,0.0,ios,86,desktop
u002142,control,1,0,0.0,android,19,tablet
u002143,control,1,0,0.0,android,141,mobile
u002144,control,1,0,0.0,android,43,desktop
u002145,control,1,0,0.0,android,622,mobile
u002146,control,1,0,0.0,android,131,tablet
u002147,control,1,1,54.01,android,0,tablet
u002148,control,1,0,0.0,ios,61,desktop
u002149,control,1,1,34.91,ios,58,mobile
u002150,control,1,1,55.18,ios,81,desktop
u002151,control,1,0,0.0,android,3,mobile
u002152,control,1,0,0.0,ios,111,mobile
u002153,control,1,0,0.0,ios,2,mobile
u002154,control,1,0,0.0,android,479,desktop
u002155,control,1,0,0.0,ios,65,mobile
u002156,control,1,0,0.0,web,26,mobile
u002157,control,1,0,0.0,ios,39,tablet
u002158,control,1,0,0.0,android,50,mobile
u002159,control,1,0,0.0,ios,63,mobile
u002160,control,1,0,0.0,android,16,mobile
u002161,control,1,0,0.0,web,10,desktop
u002162,control,1,0,0.0,android,16,desktop
u002163,control,1,0,0.0,ios,92,desktop
u002164,control,1,0,0.0,ios,285,desktop
u002165,control,1,1,68.42,ios,64,desktop
u002166,control,1,0,0.0,ios,51,desktop
u002167,control,1,0,0.0,ios,9,desktop
u002168,control,1,0,0.0,android,161,desktop
u002169,control,1,0,0.0,android,319,desktop
u002170,control,1,0,0.0,web,135,mobile
u002171,control,1,0,0.0,android,122,desktop
u002172,control,1,1,48.57,android,10,desktop
u002173,control,1,0,0.0,android,107,desktop
u002174,control,1,0,0.0,ios,311,desktop
u002175,control,1,0,0.0,android,212,desktop
u002176,control,1,1,44.45,web,209,tablet
u002177,control,1,0,0.0,ios,201,mobile
u002178,control,1,0,0.0,ios,200,desktop
u002179,control,1,0,0.0,android,218,mobile
u002180,control,1,0,0.0,android,449,desktop
u002181,control,1,0,0.0,android,63,desktop
u002182,control,1,0,0.0,android,204,desktop
u002183,control,1,0,0.0,web,256,mobile
u002184,control,1,0,0.0,web,201,desktop
u002185,control,1,0,0.0,android,301,desktop
u002186,control,1,0,0.0,ios,154,mobile
u002187,control,1,0,0.0,android,172,mobile
u002188,control,1,0,0.0,web,42,mobile
u002189,control,1,0,0.0,android,85,desktop
u002190,control,1,0,0.0,android,47,desktop
u002191,control,1,0,0.0,ios,93,tablet
u002192,control,1,0,0.0,android,105,mobile
u002193,control,1,1,39.95,ios,95,mobile
u002194,control,1,0,0.0,ios,13,desktop
u002195,control,1,0,0.0,ios,44,desktop
u002196,control,1,0,0.0,android,15,mobile
u002197,control,1,0,0.0,web,78,mobile
u002198,control,1,0,0.0,web,230,mobile
u002199,control,1,0,0.0,android,184,tablet
u002200,control,1,0,0.0,android,306,tablet
u002201,control,1,0,0.0,web,24,mobile
u002202,control,1,1,70.3,android,39,mobile
u002203,control,1,0,0.0,android,258,desktop
u002204,control,1,0,0.0,ios,145,desktop
u002205,control,1,0,0.0,web,230,desktop
u002206,control,1,0,0.0,web,67,desktop
u002207,control,1,0,0.0,ios,34,mobile
u002208,control,1,0,0.0,ios,159,desktop
u002209,control,1,0,0.0,ios,262,mobile
u002210,control,1,1,14.13,android,105,desktop
u002211,control,1,0,0.0,android,45,desktop
u002212,control,1,0,0.0,web,88,desktop
u002213,control,1,0,0.0,web,118,tablet
u002214,control,1,0,0.0,web,119,desktop
u002215,control,1,0,0.0,ios,41,tablet
u002216,control,1,1,25.07,web,202,desktop
u002217,control,1,0,0.0,android,164,desktop
u002218,control,1,0,0.0,android,82,mobile
u002219,control,1,0,0.0,ios,29,mobile
u002220,control,1,0,0.0,ios,128,mobile
u002221,control,1,0,0.0,android,63,mobile
u002222,control,1,0,0.0,ios,21,mobile
u002223,control,1,0,0.0,android,301,desktop
u002224,control,1,0,0.0,android,105,tablet
u002225,control,1,1,58.81,ios,55,mobile
u002226,control,1,0,0.0,web,69,desktop
u002227,control,1,0,0.0,ios,135,tablet
u002228,control,1,0,0.0,ios,28,mobile
u002229,control,1,0,0.0,android,98,mobile
u002230,control,1,0,0.0,ios,49,mobile
u002231,control,1,0,0.0,android,46,mobile
u002232,control,1,0,0.0,android,215,tablet
u002233,control,1,0,0.0,android,94,desktop
u002234,control,1,0,0.0,ios,200,mobile
u002235,control,1,0,0.0,android,68,desktop
u002236,control,1,1,34.09,ios,2,desktop
u002237,control,1,0,0.0,ios,18,desktop
u002238,control,1,0,0.0,ios,141,tablet
u002239,control,1,0,0.0,android,369,mobile
u002240,control,1,0,0.0,ios,35,desktop
u002241,control,1,0,0.0,web,27,desktop
u002242,control,1,0,0.0,android,127,mobile
u002243,control,1,0,0.0,android,34,tablet
u002244,control,1,1,58.22,web,158,mobile
u002245,control,1,0,0.0,android,93,mobile
u002246,control,1,0,0.0,ios,75,mobile
u002247,control,1,0,0.0,web,226,mobile
u002248,control,1,0,0.0,android,55,mobile
u002249,control,1,1,45.81,web,152,mobile
u002250,control,1,0,0.0,android,61,mobile
u002251,control,1,0,0.0,ios,417,mobile
u002252,control,1,0,0.0,ios,275,tablet
u002253,control,1,0,0.0,android,447,desktop
u002254,control,1,1,55.73,ios,47,desktop
u002255,control,1,0,0.0,android,46,desktop
u002256,control,1,0,0.0,ios,146,mobile
u002257,control,1,0,0.0,ios,49,mobile
u002258,control,1,0,0.0,web,140,desktop
u002259,control,1,1,31.91,ios,38,desktop
u002260,control,1,0,0.0,android,10,desktop
u002261,control,1,1,40.9,ios,22,desktop
u002262,control,1,0,0.0,web,21,mobile
u002263,control,1,0,0.0,android,65,desktop
u002264,control,1,0,0.0,web,132,tablet
u002265,control,1,0,0.0,web,362,desktop
u002266,control,1,0,0.0,web,2,tablet
u002267,control,1,0,0.0,android,0,mobile
u002268,control,1,0,0.0,ios,47,desktop
u002269,control,1,0,0.0,web,91,desktop
u002270,control,1,0,0.0,android,85,mobile
u002271,control,1,0,0.0,android,245,desktop
u002272,control,1,0,0.0,android,19,mobile
u002273,control,1,0,0.0,android,37,mobile
u002274,control,1,0,0.0,android,290,mobile
u002275,control,1,0,0.0,ios,43,mobile
u002276,control,1,0,0.0,android,133,desktop
u002277,control,1,0,0.0,ios,154,desktop
u002278,control,1,0,0.0,web,12,mobile
u002279,control,1,0,0.0,ios,254,mobile
u002280,control,1,0,0.0,ios,101,mobile
u002281,control,1,0,0.0,web,229,tablet
u002282,control,1,0,0.0,ios,62,desktop
u002283,control,1,0,0.0,android,3,mobile
u002284,control,1,0,0.0,android,82,desktop
u002285,control,1,1,43.6,ios,37,mobile
u002286,control,1,0,0.0,android,46,desktop
u002287,control,1,1,30.81,ios,3,desktop
u002288,control,1,0,0.0,android,300,desktop
u002289,control,1,0,0.0,android,116,mobile
u002290,control,1,1,54.96,ios,117,mobile
u002291,control,1,0,0.0,android,33,desktop
u002292,control,1,1,49.68,ios,45,mobile
u002293,control,1,0,0.0,ios,64,mobile
u002294,control,1,0,0.0,web,63,mobile
u002295,control,1,0,0.0,android,75,desktop
u002296,control,1,1,40.13,ios,135,desktop
u002297,control,1,0,0.0,ios,157,desktop
u002298,control,1,0,0.0,android,25,tablet
u002299,control,1,1,45.62,ios,130,mobile
u002300,control,1,1,49.1,ios,22,mobile
u002301,control,1,1,46.93,ios,15,tablet
u002302,control,1,0,0.0,ios,98,mobile
u002303,control,1,1,32.03,web,65,mobile
u002304,control,1,0,0.0,android,105,mobile
u002305,control,1,0,0.0,web,70,desktop
u002306,control,1,1,43.05,ios,215,mobile
u002307,control,1,1,71.37,ios,173,tablet
u002308,control,1,0,0.0,android,99,mobile
u002309,control,1,0,0.0,android,362,mobile
u002310,control,1,0,0.0,android,52,desktop
u002311,control,1,0,0.0,android,81,mobile
u002312,control,1,0,0.0,android,196,desktop
u002313,control,1,1,47.87,web,325,desktop
u002314,control,1,0,0.0,ios,123,mobile
u002315,control,1,0,0.0,ios,183,mobile
u002316,control,1,0,0.0,android,70,mobile
u002317,control,1,0,0.0,android,320,desktop
u002318,control,1,0,0.0,web,10,mobile
u002319,control,1,1,66.35,android,373,desktop
u002320,control,1,1,58.66,web,261,mobile
u002321,control,1,1,28.08,android,526,desktop
u002322,control,1,0,0.0,web,553,tablet
u002323,control,1,0,0.0,android,7,mobile
u002324,control,1,0,0.0,ios,276,mobile
u002325,control,1,1,11.97,web,15,tablet
u002326,control,1,0,0.0,android,261,desktop
u002327,control,1,0,0.0,ios,110,mobile
u002328,control,1,1,9.51,android,247,tablet
u002329,control,1,1,75.36,web,206,mobile
u002330,control,1,0,0.0,web,59,desktop
u002331,control,1,1,64.07,android,110,mobile
u002332,control,1,0,0.0,ios,323,mobile
u002333,control,1,1,22.28,android,50,mobile
u002334,control,1,0,0.0,ios,112,desktop
u002335,control,1,0,0.0,ios,526,desktop
u002336,control,1,0,0.0,web,230,mobile
u002337,control,1,1,77.59,ios,169,mobile
u002338,control,1,0,0.0,android,61,desktop
u002339,control,1,0,0.0,web,24,desktop
u002340,control,1,0,0.0,web,137,mobile
u002341,control,1,1,32.96,ios,398,desktop
u002342,control,1,0,0.0,ios,533,desktop
u002343,control,1,0,0.0,ios,179,mobile
u002344,control,1,0,0.0,web,26,desktop
u002345,control,1,0,0.0,ios,23,tablet
u002346,control,1,0,0.0,android,0,mobile
u002347,control,1,0,0.0,android,20,mobile
u002348,control,1,0,0.0,web,177,desktop
u002349,control,1,0,0.0,ios,57,desktop
u002350,control,1,0,0.0,ios,103,mobile
u002351,control,1,0,0.0,web,196,desktop
u002352,control,1,0,0.0,ios,162,mobile
u002353,control,1,0,0.0,web,43,desktop
u002354,control,1,0,0.0,ios,86,mobile
u002355,control,1,1,46.7,android,35,mobile
u002356,control,1,0,0.0,ios,13,mobile
u002357,control,1,0,0.0,android,69,tablet
u002358,control,1,0,0.0,android,120,mobile
u002359,control,1,0,0.0,android,309,tablet
u002360,control,1,1,35.57,ios,34,mobile
u002361,control,1,0,0.0,android,36,mobile
u002362,control,1,0,0.0,web,95,tablet
u002363,control,1,0,0.0,android,3,mobile
u002364,control,1,0,0.0,web,47,desktop
u002365,control,1,1,74.37,web,101,mobile
u002366,control,1,0,0.0,ios,46,desktop
u002367,control,1,0,0.0,android,235,mobile
u002368,control,1,0,0.0,android,40,mobile
u002369,control,1,0,0.0,ios,16,mobile
u002370,control,1,0,0.0,web,90,tablet
u002371,control,1,0,0.0,web,0,desktop
u002372,control,1,0,0.0,ios,32,mobile
u002373,control,1,0,0.0,web,38,mobile
u002374,control,1,0,0.0,web,121,desktop
u002375,control,1,0,0.0,android,264,mobile
u002376,control,1,0,0.0,android,243,desktop
u002377,control,1,0,0.0,ios,98,mobile
u002378,control,1,0,0.0,ios,82,mobile
u002379,control,1,0,0.0,ios,280,desktop
u002380,control,1,0,0.0,android,29,desktop
u002381,control,1,1,61.77,web,109,mobile
u002382,control,1,0,0.0,ios,28,mobile
u002383,control,1,1,52.63,ios,45,mobile
u002384,control,1,0,0.0,ios,8,mobile
u002385,control,1,0,0.0,ios,42,desktop
u002386,control,1,0,0.0,android,221,mobile
u002387,control,1,0,0.0,web,0,mobile
u002388,control,1,1,36.49,web,59,tablet
u002389,control,1,0,0.0,ios,1,mobile
u002390,control,1,0,0.0,web,28,mobile
u002391,control,1,0,0.0,ios,36,desktop
u002392,control,1,0,0.0,android,102,mobile
u002393,control,1,1,35.18,web,212,desktop
u002394,control,1,0,0.0,ios,136,mobile
u002395,control,1,0,0.0,android,75,mobile
u002396,control,1,1,43.39,ios,89,tablet
u002397,control,1,1,42.8,android,186,mobile
u002398,control,1,0,0.0,ios,166,desktop
u002399,control,1,0,0.0,ios,34,mobile
u002400,control,1,0,0.0,android,9,mobile
u002401,control,1,0,0.0,android,37,mobile
u002402,control,1,0,0.0,android,284,desktop
u002403,control,1,0,0.0,ios,316,desktop
u002404,control,1,0,0.0,ios,13,mobile
u002405,control,1,1,93.67,android,250,desktop
u002406,control,1,0,0.0,web,14,mobile
u002407,control,1,0,0.0,android,14,mobile
u002408,control,1,0,0.0,web,379,mobile
u002409,control,1,0,0.0,ios,91,mobile
u002410,control,1,1,34.78,ios,23,desktop
u002411,control,1,0,0.0,web,141,desktop
u002412,control,1,1,57.18,android,86,mobile
u002413,control,1,0,0.0,ios,7,mobile
u002414,control,1,0,0.0,android,153,desktop
u002415,control,1,0,0.0,android,80,tablet
u002416,control,1,0,0.0,ios,21,desktop
u002417,control,1,0,0.0,ios,43,desktop
u002418,control,1,0,0.0,android,264,desktop
u002419,control,1,0,0.0,web,21,tablet
u002420,control,1,1,53.71,web,433,tablet
u002421,control,1,0,0.0,android,35,desktop
u002422,control,1,0,0.0,web,147,mobile
u002423,control,1,0,0.0,android,116,desktop
u002424,control,1,0,0.0,ios,94,mobile
u002425,control,1,1,34.46,ios,96,mobile
u002426,control,1,0,0.0,android,89,desktop
u002427,control,1,0,0.0,ios,181,mobile
u002428,control,1,0,0.0,ios,578,desktop
u002429,control,1,0,0.0,ios,263,desktop
u002430,control,1,0,0.0,web,87,desktop
u002431,control,1,1,28.32,ios,123,mobile
u002432,control,1,0,0.0,web,11,mobile
u002433,control,1,0,0.0,ios,99,mobile
u002434,control,1,0,0.0,ios,220,desktop
u002435,control,1,0,0.0,ios,159,desktop
u002436,control,1,0,0.0,web,255,tablet
u002437,control,1,0,0.0,web,167,desktop
u002438,control,1,0,0.0,web,3,mobile
u002439,control,1,0,0.0,ios,25,mobile
u002440,control,1,0,0.0,web,96,desktop
u002441,control,1,0,0.0,ios,22,mobile
u002442,control,1,0,0.0,web,43,desktop
u002443,control,1,0,0.0,android,25,tablet
u002444,control,1,0,0.0,ios,88,mobile
u002445,control,1,0,0.0,android,99,mobile
u002446,control,1,0,0.0,ios,124,mobile
u002447,control,1,0,0.0,ios,102,desktop
u002448,control,1,0,0.0,android,274,desktop
u002449,control,1,0,0.0,android,225,desktop
u002450,control,1,0,0.0,ios,31,mobile
u002451,control,1,1,50.4,web,186,mobile
u002452,control,1,0,0.0,ios,96,tablet
u002453,control,1,0,0.0,android,1,mobile
u002454,control,1,0,0.0,android,22,desktop
u002455,control,1,0,0.0,web,32,tablet
u002456,control,1,0,0.0,ios,11,desktop
u002457,control,1,0,0.0,ios,17,mobile
u002458,control,1,0,0.0,android,288,desktop
u002459,control,1,0,0.0,ios,41,desktop
u002460,control,1,0,0.0,ios,921,desktop
u002461,control,1,0,0.0,android,88,desktop
u002462,control,1,0,0.0,ios,143,mobile
u002463,control,1,1,37.32,ios,38,mobile
u002464,control,1,1,47.22,web,216,mobile
u002465,control,1,1,26.15,android,59,mobile
u002466,control,1,0,0.0,android,129,desktop
u002467,control,1,0,0.0,android,149,desktop
u002468,control,1,0,0.0,android,168,mobile
u002469,control,1,0,0.0,ios,184,desktop
u002470,control,1,0,0.0,android,107,desktop
u002471,control,1,0,0.0,ios,104,desktop
u002472,control,1,0,0.0,ios,37,mobile
u002473,control,1,0,0.0,ios,18,tablet
u002474,control,1,0,0.0,ios,331,mobile
u002475,control,1,1,48.79,web,80,mobile
u002476,control,1,0,0.0,android,7,desktop
u002477,control,1,1,86.84,web,30,tablet
u002478,control,1,0,0.0,android,59,mobile
u002479,control,1,0,0.0,android,103,desktop
u002480,control,1,0,0.0,ios,129,mobile
u002481,control,1,1,20.33,ios,240,mobile
u002482,control,1,0,0.0,android,38,mobile
u002483,control,1,0,0.0,android,153,desktop
u002484,control,1,0,0.0,ios,523,mobile
u002485,control,1,0,0.0,android,135,mobile
u002486,control,1,0,0.0,web,29,mobile
u002487,control,1,0,0.0,ios,11,desktop
u002488,control,1,0,0.0,android,48,mobile
u002489,control,1,0,0.0,ios,109,desktop
u002490,control,1,0,0.0,web,67,mobile
u002491,control,1,0,0.0,android,211,mobile
u002492,control,1,1,71.94,ios,24,desktop
u002493,control,1,0,0.0,android,58,mobile
u002494,control,1,1,15.46,ios,10,desktop
u002495,control,1,0,0.0,ios,55,mobile
u002496,control,1,0,0.0,web,201,desktop
u002497,control,1,1,71.56,ios,96,desktop
u002498,control,1,0,0.0,web,70,mobile
u002499,control,1,0,0.0,ios,98,mobile
u002500,control,1,1,57.99,ios,65,tablet
u002501,control,1,0,0.0,android,11,desktop
u002502,control,1,0,0.0,android,204,tablet
u002503,control,1,0,0.0,ios,170,mobile
u002504,control,1,0,0.0,ios,87,desktop
u002505,control,1,1,76.73,android,134,desktop
u002506,control,1,0,0.0,android,204,mobile
u002507,control,1,0,0.0,android,210,desktop
u002508,control,1,1,90.96,web,18,mobile
u002509,control,1,0,0.0,android,85,desktop
u002510,control,1,0,0.0,ios,47,desktop
u002511,control,1,1,68.44,android,174,mobile
u002512,control,1,0,0.0,android,51,desktop
u002513,control,1,0,0.0,ios,54,mobile
u002514,control,1,0,0.0,ios,20,mobile
u002515,control,1,0,0.0,web,397,mobile
u002516,control,1,0,0.0,web,70,mobile
u002517,control,1,1,66.83,web,265,mobile
u002518,control,1,0,0.0,ios,9,mobile
u002519,control,1,0,0.0,android,127,mobile
u002520,control,1,0,0.0,android,28,desktop
u002521,control,1,1,49.92,web,61,desktop
u002522,control,1,0,0.0,ios,114,desktop
u002523,control,1,1,63.65,android,22,desktop
u002524,control,1,0,0.0,ios,66,mobile
u002525,control,1,0,0.0,android,16,mobile
u002526,control,1,0,0.0,web,333,mobile
u002527,control,1,0,0.0,android,84,desktop
u002528,control,1,0,0.0,web,63,tablet
u002529,control,1,0,0.0,android,241,mobile
u002530,control,1,0,0.0,android,184,desktop
u002531,control,1,0,0.0,android,70,desktop
u002532,control,1,0,0.0,ios,63,desktop
u002533,control,1,0,0.0,ios,111,mobile
u002534,control,1,0,0.0,web,148,mobile
u002535,control,1,0,0.0,ios,365,desktop
u002536,control,1,0,0.0,ios,260,mobile
u002537,control,1,1,28.25,ios,79,desktop
u002538,control,1,0,0.0,ios,184,desktop
u002539,control,1,0,0.0,ios,137,tablet
u002540,control,1,0,0.0,android,194,mobile
u002541,control,1,0,0.0,android,16,desktop
u002542,control,1,0,0.0,web,10,mobile
u002543,control,1,0,0.0,ios,294,desktop
u002544,control,1,0,0.0,android,15,mobile
u002545,control,1,0,0.0,ios,18,mobile
u002546,control,1,0,0.0,web,189,desktop
u002547,control,1,0,0.0,ios,116,mobile
u002548,control,1,1,29.31,web,1,mobile
u002549,control,1,0,0.0,android,212,desktop
u002550,control,1,0,0.0,android,29,mobile
u002551,control,1,0,0.0,ios,49,mobile
u002552,control,1,0,0.0,web,378,desktop
u002553,control,1,0,0.0,ios,129,mobile
u002554,control,1,0,0.0,ios,55,mobile
u002555,control,1,1,41.32,android,103,mobile
u002556,control,1,0,0.0,ios,110,desktop
u002557,control,1,0,0.0,web,54,tablet
u002558,control,1,0,0.0,ios,55,mobile
u002559,control,1,0,0.0,ios,66,mobile
u002560,control,1,0,0.0,ios,3,desktop
u002561,control,1,0,0.0,android,63,desktop
